Address                                            ,latitude           ,longitude           ,casino_control_counties,Tribe Name                                                                            ,TribeDividend,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23   ,Cost,ID,State,Casino_Name
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55125,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55041,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55057,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55047,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55027,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55015,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,26071,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55071,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55117,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,55131,Menominee Indian Tribe of Wisconsin                                                   ,,850,1987,           33000 ,          2023 ,50.3990878, 360000000,465,WI,Menominee Casino Resort
