State,fips_codes,Year
AL,1001,1970
AL,1001,1971
AL,1001,1972
AL,1001,1973
AL,1001,1974
AL,1001,1975
AL,1001,1976
AL,1001,1977
AL,1001,1978
AL,1001,1979
AL,1001,1980
AL,1001,1981
AL,1001,1982
AL,1001,1983
AL,1001,1984
AL,1001,1985
AL,1001,1986
AL,1001,1987
AL,1001,1988
AL,1001,1989
AL,1001,1990
AL,1001,1991
AL,1001,1992
AL,1001,1993
AL,1001,1994
AL,1001,1995
AL,1001,1996
AL,1001,1997
AL,1001,1998
AL,1001,1999
AL,1001,2000
AL,1001,2001
AL,1001,2002
AL,1001,2003
AL,1001,2004
AL,1001,2005
AL,1001,2006
AL,1001,2007
AL,1001,2008
AL,1001,2009
AL,1001,2010
AL,1001,2011
AL,1001,2012
AL,1001,2013
AL,1001,2014
AL,1001,2015
AL,1001,2016
AL,1001,2017
AL,1003,1970
AL,1003,1971
AL,1003,1972
AL,1003,1973
AL,1003,1974
AL,1003,1975
AL,1003,1976
AL,1003,1977
AL,1003,1978
AL,1003,1979
AL,1003,1980
AL,1003,1981
AL,1003,1982
AL,1003,1983
AL,1003,1984
AL,1003,1985
AL,1003,1986
AL,1003,1987
AL,1003,1988
AL,1003,1989
AL,1003,1990
AL,1003,1991
AL,1003,1992
AL,1003,1993
AL,1003,1994
AL,1003,1995
AL,1003,1996
AL,1003,1997
AL,1003,1998
AL,1003,1999
AL,1003,2000
AL,1003,2001
AL,1003,2002
AL,1003,2003
AL,1003,2004
AL,1003,2005
AL,1003,2006
AL,1003,2007
AL,1003,2008
AL,1003,2009
AL,1003,2010
AL,1003,2011
AL,1003,2012
AL,1003,2013
AL,1003,2014
AL,1003,2015
AL,1003,2016
AL,1003,2017
AL,1005,1970
AL,1005,1971
AL,1005,1972
AL,1005,1973
AL,1005,1974
AL,1005,1975
AL,1005,1976
AL,1005,1977
AL,1005,1978
AL,1005,1979
AL,1005,1980
AL,1005,1981
AL,1005,1982
AL,1005,1983
AL,1005,1984
AL,1005,1985
AL,1005,1986
AL,1005,1987
AL,1005,1988
AL,1005,1989
AL,1005,1990
AL,1005,1991
AL,1005,1992
AL,1005,1993
AL,1005,1994
AL,1005,1995
AL,1005,1996
AL,1005,1997
AL,1005,1998
AL,1005,1999
AL,1005,2000
AL,1005,2001
AL,1005,2002
AL,1005,2003
AL,1005,2004
AL,1005,2005
AL,1005,2006
AL,1005,2007
AL,1005,2008
AL,1005,2009
AL,1005,2010
AL,1005,2011
AL,1005,2012
AL,1005,2013
AL,1005,2014
AL,1005,2015
AL,1005,2016
AL,1005,2017
AL,1007,1970
AL,1007,1971
AL,1007,1972
AL,1007,1973
AL,1007,1974
AL,1007,1975
AL,1007,1976
AL,1007,1977
AL,1007,1978
AL,1007,1979
AL,1007,1980
AL,1007,1981
AL,1007,1982
AL,1007,1983
AL,1007,1984
AL,1007,1985
AL,1007,1986
AL,1007,1987
AL,1007,1988
AL,1007,1989
AL,1007,1990
AL,1007,1991
AL,1007,1992
AL,1007,1993
AL,1007,1994
AL,1007,1995
AL,1007,1996
AL,1007,1997
AL,1007,1998
AL,1007,1999
AL,1007,2000
AL,1007,2001
AL,1007,2002
AL,1007,2003
AL,1007,2004
AL,1007,2005
AL,1007,2006
AL,1007,2007
AL,1007,2008
AL,1007,2009
AL,1007,2010
AL,1007,2011
AL,1007,2012
AL,1007,2013
AL,1007,2014
AL,1007,2015
AL,1007,2016
AL,1007,2017
AL,1009,1970
AL,1009,1971
AL,1009,1972
AL,1009,1973
AL,1009,1974
AL,1009,1975
AL,1009,1976
AL,1009,1977
AL,1009,1978
AL,1009,1979
AL,1009,1980
AL,1009,1981
AL,1009,1982
AL,1009,1983
AL,1009,1984
AL,1009,1985
AL,1009,1986
AL,1009,1987
AL,1009,1988
AL,1009,1989
AL,1009,1990
AL,1009,1991
AL,1009,1992
AL,1009,1993
AL,1009,1994
AL,1009,1995
AL,1009,1996
AL,1009,1997
AL,1009,1998
AL,1009,1999
AL,1009,2000
AL,1009,2001
AL,1009,2002
AL,1009,2003
AL,1009,2004
AL,1009,2005
AL,1009,2006
AL,1009,2007
AL,1009,2008
AL,1009,2009
AL,1009,2010
AL,1009,2011
AL,1009,2012
AL,1009,2013
AL,1009,2014
AL,1009,2015
AL,1009,2016
AL,1009,2017
AL,1011,1970
AL,1011,1971
AL,1011,1972
AL,1011,1973
AL,1011,1974
AL,1011,1975
AL,1011,1976
AL,1011,1977
AL,1011,1978
AL,1011,1979
AL,1011,1980
AL,1011,1981
AL,1011,1982
AL,1011,1983
AL,1011,1984
AL,1011,1985
AL,1011,1986
AL,1011,1987
AL,1011,1988
AL,1011,1989
AL,1011,1990
AL,1011,1991
AL,1011,1992
AL,1011,1993
AL,1011,1994
AL,1011,1995
AL,1011,1996
AL,1011,1997
AL,1011,1998
AL,1011,1999
AL,1011,2000
AL,1011,2001
AL,1011,2002
AL,1011,2003
AL,1011,2004
AL,1011,2005
AL,1011,2006
AL,1011,2007
AL,1011,2008
AL,1011,2009
AL,1011,2010
AL,1011,2011
AL,1011,2012
AL,1011,2013
AL,1011,2014
AL,1011,2015
AL,1011,2016
AL,1011,2017
AL,1013,1970
AL,1013,1971
AL,1013,1972
AL,1013,1973
AL,1013,1974
AL,1013,1975
AL,1013,1976
AL,1013,1977
AL,1013,1978
AL,1013,1979
AL,1013,1980
AL,1013,1981
AL,1013,1982
AL,1013,1983
AL,1013,1984
AL,1013,1985
AL,1013,1986
AL,1013,1987
AL,1013,1988
AL,1013,1989
AL,1013,1990
AL,1013,1991
AL,1013,1992
AL,1013,1993
AL,1013,1994
AL,1013,1995
AL,1013,1996
AL,1013,1997
AL,1013,1998
AL,1013,1999
AL,1013,2000
AL,1013,2001
AL,1013,2002
AL,1013,2003
AL,1013,2004
AL,1013,2005
AL,1013,2006
AL,1013,2007
AL,1013,2008
AL,1013,2009
AL,1013,2010
AL,1013,2011
AL,1013,2012
AL,1013,2013
AL,1013,2014
AL,1013,2015
AL,1013,2016
AL,1013,2017
AL,1015,1970
AL,1015,1971
AL,1015,1972
AL,1015,1973
AL,1015,1974
AL,1015,1975
AL,1015,1976
AL,1015,1977
AL,1015,1978
AL,1015,1979
AL,1015,1980
AL,1015,1981
AL,1015,1982
AL,1015,1983
AL,1015,1984
AL,1015,1985
AL,1015,1986
AL,1015,1987
AL,1015,1988
AL,1015,1989
AL,1015,1990
AL,1015,1991
AL,1015,1992
AL,1015,1993
AL,1015,1994
AL,1015,1995
AL,1015,1996
AL,1015,1997
AL,1015,1998
AL,1015,1999
AL,1015,2000
AL,1015,2001
AL,1015,2002
AL,1015,2003
AL,1015,2004
AL,1015,2005
AL,1015,2006
AL,1015,2007
AL,1015,2008
AL,1015,2009
AL,1015,2010
AL,1015,2011
AL,1015,2012
AL,1015,2013
AL,1015,2014
AL,1015,2015
AL,1015,2016
AL,1015,2017
AL,1017,1970
AL,1017,1971
AL,1017,1972
AL,1017,1973
AL,1017,1974
AL,1017,1975
AL,1017,1976
AL,1017,1977
AL,1017,1978
AL,1017,1979
AL,1017,1980
AL,1017,1981
AL,1017,1982
AL,1017,1983
AL,1017,1984
AL,1017,1985
AL,1017,1986
AL,1017,1987
AL,1017,1988
AL,1017,1989
AL,1017,1990
AL,1017,1991
AL,1017,1992
AL,1017,1993
AL,1017,1994
AL,1017,1995
AL,1017,1996
AL,1017,1997
AL,1017,1998
AL,1017,1999
AL,1017,2000
AL,1017,2001
AL,1017,2002
AL,1017,2003
AL,1017,2004
AL,1017,2005
AL,1017,2006
AL,1017,2007
AL,1017,2008
AL,1017,2009
AL,1017,2010
AL,1017,2011
AL,1017,2012
AL,1017,2013
AL,1017,2014
AL,1017,2015
AL,1017,2016
AL,1017,2017
AL,1019,1970
AL,1019,1971
AL,1019,1972
AL,1019,1973
AL,1019,1974
AL,1019,1975
AL,1019,1976
AL,1019,1977
AL,1019,1978
AL,1019,1979
AL,1019,1980
AL,1019,1981
AL,1019,1982
AL,1019,1983
AL,1019,1984
AL,1019,1985
AL,1019,1986
AL,1019,1987
AL,1019,1988
AL,1019,1989
AL,1019,1990
AL,1019,1991
AL,1019,1992
AL,1019,1993
AL,1019,1994
AL,1019,1995
AL,1019,1996
AL,1019,1997
AL,1019,1998
AL,1019,1999
AL,1019,2000
AL,1019,2001
AL,1019,2002
AL,1019,2003
AL,1019,2004
AL,1019,2005
AL,1019,2006
AL,1019,2007
AL,1019,2008
AL,1019,2009
AL,1019,2010
AL,1019,2011
AL,1019,2012
AL,1019,2013
AL,1019,2014
AL,1019,2015
AL,1019,2016
AL,1019,2017
AL,1021,1970
AL,1021,1971
AL,1021,1972
AL,1021,1973
AL,1021,1974
AL,1021,1975
AL,1021,1976
AL,1021,1977
AL,1021,1978
AL,1021,1979
AL,1021,1980
AL,1021,1981
AL,1021,1982
AL,1021,1983
AL,1021,1984
AL,1021,1985
AL,1021,1986
AL,1021,1987
AL,1021,1988
AL,1021,1989
AL,1021,1990
AL,1021,1991
AL,1021,1992
AL,1021,1993
AL,1021,1994
AL,1021,1995
AL,1021,1996
AL,1021,1997
AL,1021,1998
AL,1021,1999
AL,1021,2000
AL,1021,2001
AL,1021,2002
AL,1021,2003
AL,1021,2004
AL,1021,2005
AL,1021,2006
AL,1021,2007
AL,1021,2008
AL,1021,2009
AL,1021,2010
AL,1021,2011
AL,1021,2012
AL,1021,2013
AL,1021,2014
AL,1021,2015
AL,1021,2016
AL,1021,2017
AL,1023,1970
AL,1023,1971
AL,1023,1972
AL,1023,1973
AL,1023,1974
AL,1023,1975
AL,1023,1976
AL,1023,1977
AL,1023,1978
AL,1023,1979
AL,1023,1980
AL,1023,1981
AL,1023,1982
AL,1023,1983
AL,1023,1984
AL,1023,1985
AL,1023,1986
AL,1023,1987
AL,1023,1988
AL,1023,1989
AL,1023,1990
AL,1023,1991
AL,1023,1992
AL,1023,1993
AL,1023,1994
AL,1023,1995
AL,1023,1996
AL,1023,1997
AL,1023,1998
AL,1023,1999
AL,1023,2000
AL,1023,2001
AL,1023,2002
AL,1023,2003
AL,1023,2004
AL,1023,2005
AL,1023,2006
AL,1023,2007
AL,1023,2008
AL,1023,2009
AL,1023,2010
AL,1023,2011
AL,1023,2012
AL,1023,2013
AL,1023,2014
AL,1023,2015
AL,1023,2016
AL,1023,2017
AL,1025,1970
AL,1025,1971
AL,1025,1972
AL,1025,1973
AL,1025,1974
AL,1025,1975
AL,1025,1976
AL,1025,1977
AL,1025,1978
AL,1025,1979
AL,1025,1980
AL,1025,1981
AL,1025,1982
AL,1025,1983
AL,1025,1984
AL,1025,1985
AL,1025,1986
AL,1025,1987
AL,1025,1988
AL,1025,1989
AL,1025,1990
AL,1025,1991
AL,1025,1992
AL,1025,1993
AL,1025,1994
AL,1025,1995
AL,1025,1996
AL,1025,1997
AL,1025,1998
AL,1025,1999
AL,1025,2000
AL,1025,2001
AL,1025,2002
AL,1025,2003
AL,1025,2004
AL,1025,2005
AL,1025,2006
AL,1025,2007
AL,1025,2008
AL,1025,2009
AL,1025,2010
AL,1025,2011
AL,1025,2012
AL,1025,2013
AL,1025,2014
AL,1025,2015
AL,1025,2016
AL,1025,2017
AL,1027,1970
AL,1027,1971
AL,1027,1972
AL,1027,1973
AL,1027,1974
AL,1027,1975
AL,1027,1976
AL,1027,1977
AL,1027,1978
AL,1027,1979
AL,1027,1980
AL,1027,1981
AL,1027,1982
AL,1027,1983
AL,1027,1984
AL,1027,1985
AL,1027,1986
AL,1027,1987
AL,1027,1988
AL,1027,1989
AL,1027,1990
AL,1027,1991
AL,1027,1992
AL,1027,1993
AL,1027,1994
AL,1027,1995
AL,1027,1996
AL,1027,1997
AL,1027,1998
AL,1027,1999
AL,1027,2000
AL,1027,2001
AL,1027,2002
AL,1027,2003
AL,1027,2004
AL,1027,2005
AL,1027,2006
AL,1027,2007
AL,1027,2008
AL,1027,2009
AL,1027,2010
AL,1027,2011
AL,1027,2012
AL,1027,2013
AL,1027,2014
AL,1027,2015
AL,1027,2016
AL,1027,2017
AL,1029,1970
AL,1029,1971
AL,1029,1972
AL,1029,1973
AL,1029,1974
AL,1029,1975
AL,1029,1976
AL,1029,1977
AL,1029,1978
AL,1029,1979
AL,1029,1980
AL,1029,1981
AL,1029,1982
AL,1029,1983
AL,1029,1984
AL,1029,1985
AL,1029,1986
AL,1029,1987
AL,1029,1988
AL,1029,1989
AL,1029,1990
AL,1029,1991
AL,1029,1992
AL,1029,1993
AL,1029,1994
AL,1029,1995
AL,1029,1996
AL,1029,1997
AL,1029,1998
AL,1029,1999
AL,1029,2000
AL,1029,2001
AL,1029,2002
AL,1029,2003
AL,1029,2004
AL,1029,2005
AL,1029,2006
AL,1029,2007
AL,1029,2008
AL,1029,2009
AL,1029,2010
AL,1029,2011
AL,1029,2012
AL,1029,2013
AL,1029,2014
AL,1029,2015
AL,1029,2016
AL,1029,2017
AL,1031,1970
AL,1031,1971
AL,1031,1972
AL,1031,1973
AL,1031,1974
AL,1031,1975
AL,1031,1976
AL,1031,1977
AL,1031,1978
AL,1031,1979
AL,1031,1980
AL,1031,1981
AL,1031,1982
AL,1031,1983
AL,1031,1984
AL,1031,1985
AL,1031,1986
AL,1031,1987
AL,1031,1988
AL,1031,1989
AL,1031,1990
AL,1031,1991
AL,1031,1992
AL,1031,1993
AL,1031,1994
AL,1031,1995
AL,1031,1996
AL,1031,1997
AL,1031,1998
AL,1031,1999
AL,1031,2000
AL,1031,2001
AL,1031,2002
AL,1031,2003
AL,1031,2004
AL,1031,2005
AL,1031,2006
AL,1031,2007
AL,1031,2008
AL,1031,2009
AL,1031,2010
AL,1031,2011
AL,1031,2012
AL,1031,2013
AL,1031,2014
AL,1031,2015
AL,1031,2016
AL,1031,2017
AL,1033,1970
AL,1033,1971
AL,1033,1972
AL,1033,1973
AL,1033,1974
AL,1033,1975
AL,1033,1976
AL,1033,1977
AL,1033,1978
AL,1033,1979
AL,1033,1980
AL,1033,1981
AL,1033,1982
AL,1033,1983
AL,1033,1984
AL,1033,1985
AL,1033,1986
AL,1033,1987
AL,1033,1988
AL,1033,1989
AL,1033,1990
AL,1033,1991
AL,1033,1992
AL,1033,1993
AL,1033,1994
AL,1033,1995
AL,1033,1996
AL,1033,1997
AL,1033,1998
AL,1033,1999
AL,1033,2000
AL,1033,2001
AL,1033,2002
AL,1033,2003
AL,1033,2004
AL,1033,2005
AL,1033,2006
AL,1033,2007
AL,1033,2008
AL,1033,2009
AL,1033,2010
AL,1033,2011
AL,1033,2012
AL,1033,2013
AL,1033,2014
AL,1033,2015
AL,1033,2016
AL,1033,2017
AL,1035,1970
AL,1035,1971
AL,1035,1972
AL,1035,1973
AL,1035,1974
AL,1035,1975
AL,1035,1976
AL,1035,1977
AL,1035,1978
AL,1035,1979
AL,1035,1980
AL,1035,1981
AL,1035,1982
AL,1035,1983
AL,1035,1984
AL,1035,1985
AL,1035,1986
AL,1035,1987
AL,1035,1988
AL,1035,1989
AL,1035,1990
AL,1035,1991
AL,1035,1992
AL,1035,1993
AL,1035,1994
AL,1035,1995
AL,1035,1996
AL,1035,1997
AL,1035,1998
AL,1035,1999
AL,1035,2000
AL,1035,2001
AL,1035,2002
AL,1035,2003
AL,1035,2004
AL,1035,2005
AL,1035,2006
AL,1035,2007
AL,1035,2008
AL,1035,2009
AL,1035,2010
AL,1035,2011
AL,1035,2012
AL,1035,2013
AL,1035,2014
AL,1035,2015
AL,1035,2016
AL,1035,2017
AL,1037,1970
AL,1037,1971
AL,1037,1972
AL,1037,1973
AL,1037,1974
AL,1037,1975
AL,1037,1976
AL,1037,1977
AL,1037,1978
AL,1037,1979
AL,1037,1980
AL,1037,1981
AL,1037,1982
AL,1037,1983
AL,1037,1984
AL,1037,1985
AL,1037,1986
AL,1037,1987
AL,1037,1988
AL,1037,1989
AL,1037,1990
AL,1037,1991
AL,1037,1992
AL,1037,1993
AL,1037,1994
AL,1037,1995
AL,1037,1996
AL,1037,1997
AL,1037,1998
AL,1037,1999
AL,1037,2000
AL,1037,2001
AL,1037,2002
AL,1037,2003
AL,1037,2004
AL,1037,2005
AL,1037,2006
AL,1037,2007
AL,1037,2008
AL,1037,2009
AL,1037,2010
AL,1037,2011
AL,1037,2012
AL,1037,2013
AL,1037,2014
AL,1037,2015
AL,1037,2016
AL,1037,2017
AL,1039,1970
AL,1039,1971
AL,1039,1972
AL,1039,1973
AL,1039,1974
AL,1039,1975
AL,1039,1976
AL,1039,1977
AL,1039,1978
AL,1039,1979
AL,1039,1980
AL,1039,1981
AL,1039,1982
AL,1039,1983
AL,1039,1984
AL,1039,1985
AL,1039,1986
AL,1039,1987
AL,1039,1988
AL,1039,1989
AL,1039,1990
AL,1039,1991
AL,1039,1992
AL,1039,1993
AL,1039,1994
AL,1039,1995
AL,1039,1996
AL,1039,1997
AL,1039,1998
AL,1039,1999
AL,1039,2000
AL,1039,2001
AL,1039,2002
AL,1039,2003
AL,1039,2004
AL,1039,2005
AL,1039,2006
AL,1039,2007
AL,1039,2008
AL,1039,2009
AL,1039,2010
AL,1039,2011
AL,1039,2012
AL,1039,2013
AL,1039,2014
AL,1039,2015
AL,1039,2016
AL,1039,2017
AL,1041,1970
AL,1041,1971
AL,1041,1972
AL,1041,1973
AL,1041,1974
AL,1041,1975
AL,1041,1976
AL,1041,1977
AL,1041,1978
AL,1041,1979
AL,1041,1980
AL,1041,1981
AL,1041,1982
AL,1041,1983
AL,1041,1984
AL,1041,1985
AL,1041,1986
AL,1041,1987
AL,1041,1988
AL,1041,1989
AL,1041,1990
AL,1041,1991
AL,1041,1992
AL,1041,1993
AL,1041,1994
AL,1041,1995
AL,1041,1996
AL,1041,1997
AL,1041,1998
AL,1041,1999
AL,1041,2000
AL,1041,2001
AL,1041,2002
AL,1041,2003
AL,1041,2004
AL,1041,2005
AL,1041,2006
AL,1041,2007
AL,1041,2008
AL,1041,2009
AL,1041,2010
AL,1041,2011
AL,1041,2012
AL,1041,2013
AL,1041,2014
AL,1041,2015
AL,1041,2016
AL,1041,2017
AL,1043,1970
AL,1043,1971
AL,1043,1972
AL,1043,1973
AL,1043,1974
AL,1043,1975
AL,1043,1976
AL,1043,1977
AL,1043,1978
AL,1043,1979
AL,1043,1980
AL,1043,1981
AL,1043,1982
AL,1043,1983
AL,1043,1984
AL,1043,1985
AL,1043,1986
AL,1043,1987
AL,1043,1988
AL,1043,1989
AL,1043,1990
AL,1043,1991
AL,1043,1992
AL,1043,1993
AL,1043,1994
AL,1043,1995
AL,1043,1996
AL,1043,1997
AL,1043,1998
AL,1043,1999
AL,1043,2000
AL,1043,2001
AL,1043,2002
AL,1043,2003
AL,1043,2004
AL,1043,2005
AL,1043,2006
AL,1043,2007
AL,1043,2008
AL,1043,2009
AL,1043,2010
AL,1043,2011
AL,1043,2012
AL,1043,2013
AL,1043,2014
AL,1043,2015
AL,1043,2016
AL,1043,2017
AL,1045,1970
AL,1045,1971
AL,1045,1972
AL,1045,1973
AL,1045,1974
AL,1045,1975
AL,1045,1976
AL,1045,1977
AL,1045,1978
AL,1045,1979
AL,1045,1980
AL,1045,1981
AL,1045,1982
AL,1045,1983
AL,1045,1984
AL,1045,1985
AL,1045,1986
AL,1045,1987
AL,1045,1988
AL,1045,1989
AL,1045,1990
AL,1045,1991
AL,1045,1992
AL,1045,1993
AL,1045,1994
AL,1045,1995
AL,1045,1996
AL,1045,1997
AL,1045,1998
AL,1045,1999
AL,1045,2000
AL,1045,2001
AL,1045,2002
AL,1045,2003
AL,1045,2004
AL,1045,2005
AL,1045,2006
AL,1045,2007
AL,1045,2008
AL,1045,2009
AL,1045,2010
AL,1045,2011
AL,1045,2012
AL,1045,2013
AL,1045,2014
AL,1045,2015
AL,1045,2016
AL,1045,2017
AL,1047,1970
AL,1047,1971
AL,1047,1972
AL,1047,1973
AL,1047,1974
AL,1047,1975
AL,1047,1976
AL,1047,1977
AL,1047,1978
AL,1047,1979
AL,1047,1980
AL,1047,1981
AL,1047,1982
AL,1047,1983
AL,1047,1984
AL,1047,1985
AL,1047,1986
AL,1047,1987
AL,1047,1988
AL,1047,1989
AL,1047,1990
AL,1047,1991
AL,1047,1992
AL,1047,1993
AL,1047,1994
AL,1047,1995
AL,1047,1996
AL,1047,1997
AL,1047,1998
AL,1047,1999
AL,1047,2000
AL,1047,2001
AL,1047,2002
AL,1047,2003
AL,1047,2004
AL,1047,2005
AL,1047,2006
AL,1047,2007
AL,1047,2008
AL,1047,2009
AL,1047,2010
AL,1047,2011
AL,1047,2012
AL,1047,2013
AL,1047,2014
AL,1047,2015
AL,1047,2016
AL,1047,2017
AL,1049,1970
AL,1049,1971
AL,1049,1972
AL,1049,1973
AL,1049,1974
AL,1049,1975
AL,1049,1976
AL,1049,1977
AL,1049,1978
AL,1049,1979
AL,1049,1980
AL,1049,1981
AL,1049,1982
AL,1049,1983
AL,1049,1984
AL,1049,1985
AL,1049,1986
AL,1049,1987
AL,1049,1988
AL,1049,1989
AL,1049,1990
AL,1049,1991
AL,1049,1992
AL,1049,1993
AL,1049,1994
AL,1049,1995
AL,1049,1996
AL,1049,1997
AL,1049,1998
AL,1049,1999
AL,1049,2000
AL,1049,2001
AL,1049,2002
AL,1049,2003
AL,1049,2004
AL,1049,2005
AL,1049,2006
AL,1049,2007
AL,1049,2008
AL,1049,2009
AL,1049,2010
AL,1049,2011
AL,1049,2012
AL,1049,2013
AL,1049,2014
AL,1049,2015
AL,1049,2016
AL,1049,2017
AL,1051,1970
AL,1051,1971
AL,1051,1972
AL,1051,1973
AL,1051,1974
AL,1051,1975
AL,1051,1976
AL,1051,1977
AL,1051,1978
AL,1051,1979
AL,1051,1980
AL,1051,1981
AL,1051,1982
AL,1051,1983
AL,1051,1984
AL,1051,1985
AL,1051,1986
AL,1051,1987
AL,1051,1988
AL,1051,1989
AL,1051,1990
AL,1051,1991
AL,1051,1992
AL,1051,1993
AL,1051,1994
AL,1051,1995
AL,1051,1996
AL,1051,1997
AL,1051,1998
AL,1051,1999
AL,1051,2000
AL,1051,2001
AL,1051,2002
AL,1051,2003
AL,1051,2004
AL,1051,2005
AL,1051,2006
AL,1051,2007
AL,1051,2008
AL,1051,2009
AL,1051,2010
AL,1051,2011
AL,1051,2012
AL,1051,2013
AL,1051,2014
AL,1051,2015
AL,1051,2016
AL,1051,2017
AL,1053,1970
AL,1053,1971
AL,1053,1972
AL,1053,1973
AL,1053,1974
AL,1053,1975
AL,1053,1976
AL,1053,1977
AL,1053,1978
AL,1053,1979
AL,1053,1980
AL,1053,1981
AL,1053,1982
AL,1053,1983
AL,1053,1984
AL,1053,1985
AL,1053,1986
AL,1053,1987
AL,1053,1988
AL,1053,1989
AL,1053,1990
AL,1053,1991
AL,1053,1992
AL,1053,1993
AL,1053,1994
AL,1053,1995
AL,1053,1996
AL,1053,1997
AL,1053,1998
AL,1053,1999
AL,1053,2000
AL,1053,2001
AL,1053,2002
AL,1053,2003
AL,1053,2004
AL,1053,2005
AL,1053,2006
AL,1053,2007
AL,1053,2008
AL,1053,2009
AL,1053,2010
AL,1053,2011
AL,1053,2012
AL,1053,2013
AL,1053,2014
AL,1053,2015
AL,1053,2016
AL,1053,2017
AL,1055,1970
AL,1055,1971
AL,1055,1972
AL,1055,1973
AL,1055,1974
AL,1055,1975
AL,1055,1976
AL,1055,1977
AL,1055,1978
AL,1055,1979
AL,1055,1980
AL,1055,1981
AL,1055,1982
AL,1055,1983
AL,1055,1984
AL,1055,1985
AL,1055,1986
AL,1055,1987
AL,1055,1988
AL,1055,1989
AL,1055,1990
AL,1055,1991
AL,1055,1992
AL,1055,1993
AL,1055,1994
AL,1055,1995
AL,1055,1996
AL,1055,1997
AL,1055,1998
AL,1055,1999
AL,1055,2000
AL,1055,2001
AL,1055,2002
AL,1055,2003
AL,1055,2004
AL,1055,2005
AL,1055,2006
AL,1055,2007
AL,1055,2008
AL,1055,2009
AL,1055,2010
AL,1055,2011
AL,1055,2012
AL,1055,2013
AL,1055,2014
AL,1055,2015
AL,1055,2016
AL,1055,2017
AL,1057,1970
AL,1057,1971
AL,1057,1972
AL,1057,1973
AL,1057,1974
AL,1057,1975
AL,1057,1976
AL,1057,1977
AL,1057,1978
AL,1057,1979
AL,1057,1980
AL,1057,1981
AL,1057,1982
AL,1057,1983
AL,1057,1984
AL,1057,1985
AL,1057,1986
AL,1057,1987
AL,1057,1988
AL,1057,1989
AL,1057,1990
AL,1057,1991
AL,1057,1992
AL,1057,1993
AL,1057,1994
AL,1057,1995
AL,1057,1996
AL,1057,1997
AL,1057,1998
AL,1057,1999
AL,1057,2000
AL,1057,2001
AL,1057,2002
AL,1057,2003
AL,1057,2004
AL,1057,2005
AL,1057,2006
AL,1057,2007
AL,1057,2008
AL,1057,2009
AL,1057,2010
AL,1057,2011
AL,1057,2012
AL,1057,2013
AL,1057,2014
AL,1057,2015
AL,1057,2016
AL,1057,2017
AL,1059,1970
AL,1059,1971
AL,1059,1972
AL,1059,1973
AL,1059,1974
AL,1059,1975
AL,1059,1976
AL,1059,1977
AL,1059,1978
AL,1059,1979
AL,1059,1980
AL,1059,1981
AL,1059,1982
AL,1059,1983
AL,1059,1984
AL,1059,1985
AL,1059,1986
AL,1059,1987
AL,1059,1988
AL,1059,1989
AL,1059,1990
AL,1059,1991
AL,1059,1992
AL,1059,1993
AL,1059,1994
AL,1059,1995
AL,1059,1996
AL,1059,1997
AL,1059,1998
AL,1059,1999
AL,1059,2000
AL,1059,2001
AL,1059,2002
AL,1059,2003
AL,1059,2004
AL,1059,2005
AL,1059,2006
AL,1059,2007
AL,1059,2008
AL,1059,2009
AL,1059,2010
AL,1059,2011
AL,1059,2012
AL,1059,2013
AL,1059,2014
AL,1059,2015
AL,1059,2016
AL,1059,2017
AL,1061,1970
AL,1061,1971
AL,1061,1972
AL,1061,1973
AL,1061,1974
AL,1061,1975
AL,1061,1976
AL,1061,1977
AL,1061,1978
AL,1061,1979
AL,1061,1980
AL,1061,1981
AL,1061,1982
AL,1061,1983
AL,1061,1984
AL,1061,1985
AL,1061,1986
AL,1061,1987
AL,1061,1988
AL,1061,1989
AL,1061,1990
AL,1061,1991
AL,1061,1992
AL,1061,1993
AL,1061,1994
AL,1061,1995
AL,1061,1996
AL,1061,1997
AL,1061,1998
AL,1061,1999
AL,1061,2000
AL,1061,2001
AL,1061,2002
AL,1061,2003
AL,1061,2004
AL,1061,2005
AL,1061,2006
AL,1061,2007
AL,1061,2008
AL,1061,2009
AL,1061,2010
AL,1061,2011
AL,1061,2012
AL,1061,2013
AL,1061,2014
AL,1061,2015
AL,1061,2016
AL,1061,2017
AL,1063,1970
AL,1063,1971
AL,1063,1972
AL,1063,1973
AL,1063,1974
AL,1063,1975
AL,1063,1976
AL,1063,1977
AL,1063,1978
AL,1063,1979
AL,1063,1980
AL,1063,1981
AL,1063,1982
AL,1063,1983
AL,1063,1984
AL,1063,1985
AL,1063,1986
AL,1063,1987
AL,1063,1988
AL,1063,1989
AL,1063,1990
AL,1063,1991
AL,1063,1992
AL,1063,1993
AL,1063,1994
AL,1063,1995
AL,1063,1996
AL,1063,1997
AL,1063,1998
AL,1063,1999
AL,1063,2000
AL,1063,2001
AL,1063,2002
AL,1063,2003
AL,1063,2004
AL,1063,2005
AL,1063,2006
AL,1063,2007
AL,1063,2008
AL,1063,2009
AL,1063,2010
AL,1063,2011
AL,1063,2012
AL,1063,2013
AL,1063,2014
AL,1063,2015
AL,1063,2016
AL,1063,2017
AL,1065,1970
AL,1065,1971
AL,1065,1972
AL,1065,1973
AL,1065,1974
AL,1065,1975
AL,1065,1976
AL,1065,1977
AL,1065,1978
AL,1065,1979
AL,1065,1980
AL,1065,1981
AL,1065,1982
AL,1065,1983
AL,1065,1984
AL,1065,1985
AL,1065,1986
AL,1065,1987
