State,fips_codes,Year
IN,18015,2016
IN,18015,2017
IN,18017,1970
IN,18017,1971
IN,18017,1972
IN,18017,1973
IN,18017,1974
IN,18017,1975
IN,18017,1976
IN,18017,1977
IN,18017,1978
IN,18017,1979
IN,18017,1980
IN,18017,1981
IN,18017,1982
IN,18017,1983
IN,18017,1984
IN,18017,1985
IN,18017,1986
IN,18017,1987
IN,18017,1988
IN,18017,1989
IN,18017,1990
IN,18017,1991
IN,18017,1992
IN,18017,1993
IN,18017,1994
IN,18017,1995
IN,18017,1996
IN,18017,1997
IN,18017,1998
IN,18017,1999
IN,18017,2000
IN,18017,2001
IN,18017,2002
IN,18017,2003
IN,18017,2004
IN,18017,2005
IN,18017,2006
IN,18017,2007
IN,18017,2008
IN,18017,2009
IN,18017,2010
IN,18017,2011
IN,18017,2012
IN,18017,2013
IN,18017,2014
IN,18017,2015
IN,18017,2016
IN,18017,2017
IN,18019,1970
IN,18019,1971
IN,18019,1972
IN,18019,1973
IN,18019,1974
IN,18019,1975
IN,18019,1976
IN,18019,1977
IN,18019,1978
IN,18019,1979
IN,18019,1980
IN,18019,1981
IN,18019,1982
IN,18019,1983
IN,18019,1984
IN,18019,1985
IN,18019,1986
IN,18019,1987
IN,18019,1988
IN,18019,1989
IN,18019,1990
IN,18019,1991
IN,18019,1992
IN,18019,1993
IN,18019,1994
IN,18019,1995
IN,18019,1996
IN,18019,1997
IN,18019,1998
IN,18019,1999
IN,18019,2000
IN,18019,2001
IN,18019,2002
IN,18019,2003
IN,18019,2004
IN,18019,2005
IN,18019,2006
IN,18019,2007
IN,18019,2008
IN,18019,2009
IN,18019,2010
IN,18019,2011
IN,18019,2012
IN,18019,2013
IN,18019,2014
IN,18019,2015
IN,18019,2016
IN,18019,2017
IN,18021,1970
IN,18021,1971
IN,18021,1972
IN,18021,1973
IN,18021,1974
IN,18021,1975
IN,18021,1976
IN,18021,1977
IN,18021,1978
IN,18021,1979
IN,18021,1980
IN,18021,1981
IN,18021,1982
IN,18021,1983
IN,18021,1984
IN,18021,1985
IN,18021,1986
IN,18021,1987
IN,18021,1988
IN,18021,1989
IN,18021,1990
IN,18021,1991
IN,18021,1992
IN,18021,1993
IN,18021,1994
IN,18021,1995
IN,18021,1996
IN,18021,1997
IN,18021,1998
IN,18021,1999
IN,18021,2000
IN,18021,2001
IN,18021,2002
IN,18021,2003
IN,18021,2004
IN,18021,2005
IN,18021,2006
IN,18021,2007
IN,18021,2008
IN,18021,2009
IN,18021,2010
IN,18021,2011
IN,18021,2012
IN,18021,2013
IN,18021,2014
IN,18021,2015
IN,18021,2016
IN,18021,2017
IN,18023,1970
IN,18023,1971
IN,18023,1972
IN,18023,1973
IN,18023,1974
IN,18023,1975
IN,18023,1976
IN,18023,1977
IN,18023,1978
IN,18023,1979
IN,18023,1980
IN,18023,1981
IN,18023,1982
IN,18023,1983
IN,18023,1984
IN,18023,1985
IN,18023,1986
IN,18023,1987
IN,18023,1988
IN,18023,1989
IN,18023,1990
IN,18023,1991
IN,18023,1992
IN,18023,1993
IN,18023,1994
IN,18023,1995
IN,18023,1996
IN,18023,1997
IN,18023,1998
IN,18023,1999
IN,18023,2000
IN,18023,2001
IN,18023,2002
IN,18023,2003
IN,18023,2004
IN,18023,2005
IN,18023,2006
IN,18023,2007
IN,18023,2008
IN,18023,2009
IN,18023,2010
IN,18023,2011
IN,18023,2012
IN,18023,2013
IN,18023,2014
IN,18023,2015
IN,18023,2016
IN,18023,2017
IN,18025,1970
IN,18025,1971
IN,18025,1972
IN,18025,1973
IN,18025,1974
IN,18025,1975
IN,18025,1976
IN,18025,1977
IN,18025,1978
IN,18025,1979
IN,18025,1980
IN,18025,1981
IN,18025,1982
IN,18025,1983
IN,18025,1984
IN,18025,1985
IN,18025,1986
IN,18025,1987
IN,18025,1988
IN,18025,1989
IN,18025,1990
IN,18025,1991
IN,18025,1992
IN,18025,1993
IN,18025,1994
IN,18025,1995
IN,18025,1996
IN,18025,1997
IN,18025,1998
IN,18025,1999
IN,18025,2000
IN,18025,2001
IN,18025,2002
IN,18025,2003
IN,18025,2004
IN,18025,2005
IN,18025,2006
IN,18025,2007
IN,18025,2008
IN,18025,2009
IN,18025,2010
IN,18025,2011
IN,18025,2012
IN,18025,2013
IN,18025,2014
IN,18025,2015
IN,18025,2016
IN,18025,2017
IN,18027,1970
IN,18027,1971
IN,18027,1972
IN,18027,1973
IN,18027,1974
IN,18027,1975
IN,18027,1976
IN,18027,1977
IN,18027,1978
IN,18027,1979
IN,18027,1980
IN,18027,1981
IN,18027,1982
IN,18027,1983
IN,18027,1984
IN,18027,1985
IN,18027,1986
IN,18027,1987
IN,18027,1988
IN,18027,1989
IN,18027,1990
IN,18027,1991
IN,18027,1992
IN,18027,1993
IN,18027,1994
IN,18027,1995
IN,18027,1996
IN,18027,1997
IN,18027,1998
IN,18027,1999
IN,18027,2000
IN,18027,2001
IN,18027,2002
IN,18027,2003
IN,18027,2004
IN,18027,2005
IN,18027,2006
IN,18027,2007
IN,18027,2008
IN,18027,2009
IN,18027,2010
IN,18027,2011
IN,18027,2012
IN,18027,2013
IN,18027,2014
IN,18027,2015
IN,18027,2016
IN,18027,2017
IN,18029,1970
IN,18029,1971
IN,18029,1972
IN,18029,1973
IN,18029,1974
IN,18029,1975
IN,18029,1976
IN,18029,1977
IN,18029,1978
IN,18029,1979
IN,18029,1980
IN,18029,1981
IN,18029,1982
IN,18029,1983
IN,18029,1984
IN,18029,1985
IN,18029,1986
IN,18029,1987
IN,18029,1988
IN,18029,1989
IN,18029,1990
IN,18029,1991
IN,18029,1992
IN,18029,1993
IN,18029,1994
IN,18029,1995
IN,18029,1996
IN,18029,1997
IN,18029,1998
IN,18029,1999
IN,18029,2000
IN,18029,2001
IN,18029,2002
IN,18029,2003
IN,18029,2004
IN,18029,2005
IN,18029,2006
IN,18029,2007
IN,18029,2008
IN,18029,2009
IN,18029,2010
IN,18029,2011
IN,18029,2012
IN,18029,2013
IN,18029,2014
IN,18029,2015
IN,18029,2016
IN,18029,2017
IN,18031,1970
IN,18031,1971
IN,18031,1972
IN,18031,1973
IN,18031,1974
IN,18031,1975
IN,18031,1976
IN,18031,1977
IN,18031,1978
IN,18031,1979
IN,18031,1980
IN,18031,1981
IN,18031,1982
IN,18031,1983
IN,18031,1984
IN,18031,1985
IN,18031,1986
IN,18031,1987
IN,18031,1988
IN,18031,1989
IN,18031,1990
IN,18031,1991
IN,18031,1992
IN,18031,1993
IN,18031,1994
IN,18031,1995
IN,18031,1996
IN,18031,1997
IN,18031,1998
IN,18031,1999
IN,18031,2000
IN,18031,2001
IN,18031,2002
IN,18031,2003
IN,18031,2004
IN,18031,2005
IN,18031,2006
IN,18031,2007
IN,18031,2008
IN,18031,2009
IN,18031,2010
IN,18031,2011
IN,18031,2012
IN,18031,2013
IN,18031,2014
IN,18031,2015
IN,18031,2016
IN,18031,2017
IN,18033,1970
IN,18033,1971
IN,18033,1972
IN,18033,1973
IN,18033,1974
IN,18033,1975
IN,18033,1976
IN,18033,1977
IN,18033,1978
IN,18033,1979
IN,18033,1980
IN,18033,1981
IN,18033,1982
IN,18033,1983
IN,18033,1984
IN,18033,1985
IN,18033,1986
IN,18033,1987
IN,18033,1988
IN,18033,1989
IN,18033,1990
IN,18033,1991
IN,18033,1992
IN,18033,1993
IN,18033,1994
IN,18033,1995
IN,18033,1996
IN,18033,1997
IN,18033,1998
IN,18033,1999
IN,18033,2000
IN,18033,2001
IN,18033,2002
IN,18033,2003
IN,18033,2004
IN,18033,2005
IN,18033,2006
IN,18033,2007
IN,18033,2008
IN,18033,2009
IN,18033,2010
IN,18033,2011
IN,18033,2012
IN,18033,2013
IN,18033,2014
IN,18033,2015
IN,18033,2016
IN,18033,2017
IN,18035,1970
IN,18035,1971
IN,18035,1972
IN,18035,1973
IN,18035,1974
IN,18035,1975
IN,18035,1976
IN,18035,1977
IN,18035,1978
IN,18035,1979
IN,18035,1980
IN,18035,1981
IN,18035,1982
IN,18035,1983
IN,18035,1984
IN,18035,1985
IN,18035,1986
IN,18035,1987
IN,18035,1988
IN,18035,1989
IN,18035,1990
IN,18035,1991
IN,18035,1992
IN,18035,1993
IN,18035,1994
IN,18035,1995
IN,18035,1996
IN,18035,1997
IN,18035,1998
IN,18035,1999
IN,18035,2000
IN,18035,2001
IN,18035,2002
IN,18035,2003
IN,18035,2004
IN,18035,2005
IN,18035,2006
IN,18035,2007
IN,18035,2008
IN,18035,2009
IN,18035,2010
IN,18035,2011
IN,18035,2012
IN,18035,2013
IN,18035,2014
IN,18035,2015
IN,18035,2016
IN,18035,2017
IN,18037,1970
IN,18037,1971
IN,18037,1972
IN,18037,1973
IN,18037,1974
IN,18037,1975
IN,18037,1976
IN,18037,1977
IN,18037,1978
IN,18037,1979
IN,18037,1980
IN,18037,1981
IN,18037,1982
IN,18037,1983
IN,18037,1984
IN,18037,1985
IN,18037,1986
IN,18037,1987
IN,18037,1988
IN,18037,1989
IN,18037,1990
IN,18037,1991
IN,18037,1992
IN,18037,1993
IN,18037,1994
IN,18037,1995
IN,18037,1996
IN,18037,1997
IN,18037,1998
IN,18037,1999
IN,18037,2000
IN,18037,2001
IN,18037,2002
IN,18037,2003
IN,18037,2004
IN,18037,2005
IN,18037,2006
IN,18037,2007
IN,18037,2008
IN,18037,2009
IN,18037,2010
IN,18037,2011
IN,18037,2012
IN,18037,2013
IN,18037,2014
IN,18037,2015
IN,18037,2016
IN,18037,2017
IN,18039,1970
IN,18039,1971
IN,18039,1972
IN,18039,1973
IN,18039,1974
IN,18039,1975
IN,18039,1976
IN,18039,1977
IN,18039,1978
IN,18039,1979
IN,18039,1980
IN,18039,1981
IN,18039,1982
IN,18039,1983
IN,18039,1984
IN,18039,1985
IN,18039,1986
IN,18039,1987
IN,18039,1988
IN,18039,1989
IN,18039,1990
IN,18039,1991
IN,18039,1992
IN,18039,1993
IN,18039,1994
IN,18039,1995
IN,18039,1996
IN,18039,1997
IN,18039,1998
IN,18039,1999
IN,18039,2000
IN,18039,2001
IN,18039,2002
IN,18039,2003
IN,18039,2004
IN,18039,2005
IN,18039,2006
IN,18039,2007
IN,18039,2008
IN,18039,2009
IN,18039,2010
IN,18039,2011
IN,18039,2012
IN,18039,2013
IN,18039,2014
IN,18039,2015
IN,18039,2016
IN,18039,2017
IN,18041,1970
IN,18041,1971
IN,18041,1972
IN,18041,1973
IN,18041,1974
IN,18041,1975
IN,18041,1976
IN,18041,1977
IN,18041,1978
IN,18041,1979
IN,18041,1980
IN,18041,1981
IN,18041,1982
IN,18041,1983
IN,18041,1984
IN,18041,1985
IN,18041,1986
IN,18041,1987
IN,18041,1988
IN,18041,1989
IN,18041,1990
IN,18041,1991
IN,18041,1992
IN,18041,1993
IN,18041,1994
IN,18041,1995
IN,18041,1996
IN,18041,1997
IN,18041,1998
IN,18041,1999
IN,18041,2000
IN,18041,2001
IN,18041,2002
IN,18041,2003
IN,18041,2004
IN,18041,2005
IN,18041,2006
IN,18041,2007
IN,18041,2008
IN,18041,2009
IN,18041,2010
IN,18041,2011
IN,18041,2012
IN,18041,2013
IN,18041,2014
IN,18041,2015
IN,18041,2016
IN,18041,2017
IN,18043,1970
IN,18043,1971
IN,18043,1972
IN,18043,1973
IN,18043,1974
IN,18043,1975
IN,18043,1976
IN,18043,1977
IN,18043,1978
IN,18043,1979
IN,18043,1980
IN,18043,1981
IN,18043,1982
IN,18043,1983
IN,18043,1984
IN,18043,1985
IN,18043,1986
IN,18043,1987
IN,18043,1988
IN,18043,1989
IN,18043,1990
IN,18043,1991
IN,18043,1992
IN,18043,1993
IN,18043,1994
IN,18043,1995
IN,18043,1996
IN,18043,1997
IN,18043,1998
IN,18043,1999
IN,18043,2000
IN,18043,2001
IN,18043,2002
IN,18043,2003
IN,18043,2004
IN,18043,2005
IN,18043,2006
IN,18043,2007
IN,18043,2008
IN,18043,2009
IN,18043,2010
IN,18043,2011
IN,18043,2012
IN,18043,2013
IN,18043,2014
IN,18043,2015
IN,18043,2016
IN,18043,2017
IN,18045,1970
IN,18045,1971
IN,18045,1972
IN,18045,1973
IN,18045,1974
IN,18045,1975
IN,18045,1976
IN,18045,1977
IN,18045,1978
IN,18045,1979
IN,18045,1980
IN,18045,1981
IN,18045,1982
IN,18045,1983
IN,18045,1984
IN,18045,1985
IN,18045,1986
IN,18045,1987
IN,18045,1988
IN,18045,1989
IN,18045,1990
IN,18045,1991
IN,18045,1992
IN,18045,1993
IN,18045,1994
IN,18045,1995
IN,18045,1996
IN,18045,1997
IN,18045,1998
IN,18045,1999
IN,18045,2000
IN,18045,2001
IN,18045,2002
IN,18045,2003
IN,18045,2004
IN,18045,2005
IN,18045,2006
IN,18045,2007
IN,18045,2008
IN,18045,2009
IN,18045,2010
IN,18045,2011
IN,18045,2012
IN,18045,2013
IN,18045,2014
IN,18045,2015
IN,18045,2016
IN,18045,2017
IN,18047,1970
IN,18047,1971
IN,18047,1972
IN,18047,1973
IN,18047,1974
IN,18047,1975
IN,18047,1976
IN,18047,1977
IN,18047,1978
IN,18047,1979
IN,18047,1980
IN,18047,1981
IN,18047,1982
IN,18047,1983
IN,18047,1984
IN,18047,1985
IN,18047,1986
IN,18047,1987
IN,18047,1988
IN,18047,1989
IN,18047,1990
IN,18047,1991
IN,18047,1992
IN,18047,1993
IN,18047,1994
IN,18047,1995
IN,18047,1996
IN,18047,1997
IN,18047,1998
IN,18047,1999
IN,18047,2000
IN,18047,2001
IN,18047,2002
IN,18047,2003
IN,18047,2004
IN,18047,2005
IN,18047,2006
IN,18047,2007
IN,18047,2008
IN,18047,2009
IN,18047,2010
IN,18047,2011
IN,18047,2012
IN,18047,2013
IN,18047,2014
IN,18047,2015
IN,18047,2016
IN,18047,2017
IN,18049,1970
IN,18049,1971
IN,18049,1972
IN,18049,1973
IN,18049,1974
IN,18049,1975
IN,18049,1976
IN,18049,1977
IN,18049,1978
IN,18049,1979
IN,18049,1980
IN,18049,1981
IN,18049,1982
IN,18049,1983
IN,18049,1984
IN,18049,1985
IN,18049,1986
IN,18049,1987
IN,18049,1988
IN,18049,1989
IN,18049,1990
IN,18049,1991
IN,18049,1992
IN,18049,1993
IN,18049,1994
IN,18049,1995
IN,18049,1996
IN,18049,1997
IN,18049,1998
IN,18049,1999
IN,18049,2000
IN,18049,2001
IN,18049,2002
IN,18049,2003
IN,18049,2004
IN,18049,2005
IN,18049,2006
IN,18049,2007
IN,18049,2008
IN,18049,2009
IN,18049,2010
IN,18049,2011
IN,18049,2012
IN,18049,2013
IN,18049,2014
IN,18049,2015
IN,18049,2016
IN,18049,2017
IN,18051,1970
IN,18051,1971
IN,18051,1972
IN,18051,1973
IN,18051,1974
IN,18051,1975
IN,18051,1976
IN,18051,1977
IN,18051,1978
IN,18051,1979
IN,18051,1980
IN,18051,1981
IN,18051,1982
IN,18051,1983
IN,18051,1984
IN,18051,1985
IN,18051,1986
IN,18051,1987
IN,18051,1988
IN,18051,1989
IN,18051,1990
IN,18051,1991
IN,18051,1992
IN,18051,1993
IN,18051,1994
IN,18051,1995
IN,18051,1996
IN,18051,1997
IN,18051,1998
IN,18051,1999
IN,18051,2000
IN,18051,2001
IN,18051,2002
IN,18051,2003
IN,18051,2004
IN,18051,2005
IN,18051,2006
IN,18051,2007
IN,18051,2008
IN,18051,2009
IN,18051,2010
IN,18051,2011
IN,18051,2012
IN,18051,2013
IN,18051,2014
IN,18051,2015
IN,18051,2016
IN,18051,2017
IN,18053,1970
IN,18053,1971
IN,18053,1972
IN,18053,1973
IN,18053,1974
IN,18053,1975
IN,18053,1976
IN,18053,1977
IN,18053,1978
IN,18053,1979
IN,18053,1980
IN,18053,1981
IN,18053,1982
IN,18053,1983
IN,18053,1984
IN,18053,1985
IN,18053,1986
IN,18053,1987
IN,18053,1988
IN,18053,1989
IN,18053,1990
IN,18053,1991
IN,18053,1992
IN,18053,1993
IN,18053,1994
IN,18053,1995
IN,18053,1996
IN,18053,1997
IN,18053,1998
IN,18053,1999
IN,18053,2000
IN,18053,2001
IN,18053,2002
IN,18053,2003
IN,18053,2004
IN,18053,2005
IN,18053,2006
IN,18053,2007
IN,18053,2008
IN,18053,2009
IN,18053,2010
IN,18053,2011
IN,18053,2012
IN,18053,2013
IN,18053,2014
IN,18053,2015
IN,18053,2016
IN,18053,2017
IN,18055,1970
IN,18055,1971
IN,18055,1972
IN,18055,1973
IN,18055,1974
IN,18055,1975
IN,18055,1976
IN,18055,1977
IN,18055,1978
IN,18055,1979
IN,18055,1980
IN,18055,1981
IN,18055,1982
IN,18055,1983
IN,18055,1984
IN,18055,1985
IN,18055,1986
IN,18055,1987
IN,18055,1988
IN,18055,1989
IN,18055,1990
IN,18055,1991
IN,18055,1992
IN,18055,1993
IN,18055,1994
IN,18055,1995
IN,18055,1996
IN,18055,1997
IN,18055,1998
IN,18055,1999
IN,18055,2000
IN,18055,2001
IN,18055,2002
IN,18055,2003
IN,18055,2004
IN,18055,2005
IN,18055,2006
IN,18055,2007
IN,18055,2008
IN,18055,2009
IN,18055,2010
IN,18055,2011
IN,18055,2012
IN,18055,2013
IN,18055,2014
IN,18055,2015
IN,18055,2016
IN,18055,2017
IN,18057,1970
IN,18057,1971
IN,18057,1972
IN,18057,1973
IN,18057,1974
IN,18057,1975
IN,18057,1976
IN,18057,1977
IN,18057,1978
IN,18057,1979
IN,18057,1980
IN,18057,1981
IN,18057,1982
IN,18057,1983
IN,18057,1984
IN,18057,1985
IN,18057,1986
IN,18057,1987
IN,18057,1988
IN,18057,1989
IN,18057,1990
IN,18057,1991
IN,18057,1992
IN,18057,1993
IN,18057,1994
IN,18057,1995
IN,18057,1996
IN,18057,1997
IN,18057,1998
IN,18057,1999
IN,18057,2000
IN,18057,2001
IN,18057,2002
IN,18057,2003
IN,18057,2004
IN,18057,2005
IN,18057,2006
IN,18057,2007
IN,18057,2008
IN,18057,2009
IN,18057,2010
IN,18057,2011
IN,18057,2012
IN,18057,2013
IN,18057,2014
IN,18057,2015
IN,18057,2016
IN,18057,2017
IN,18059,1970
IN,18059,1971
IN,18059,1972
IN,18059,1973
IN,18059,1974
IN,18059,1975
IN,18059,1976
IN,18059,1977
IN,18059,1978
IN,18059,1979
IN,18059,1980
IN,18059,1981
IN,18059,1982
IN,18059,1983
IN,18059,1984
IN,18059,1985
IN,18059,1986
IN,18059,1987
IN,18059,1988
IN,18059,1989
IN,18059,1990
IN,18059,1991
IN,18059,1992
IN,18059,1993
IN,18059,1994
IN,18059,1995
IN,18059,1996
IN,18059,1997
IN,18059,1998
IN,18059,1999
IN,18059,2000
IN,18059,2001
IN,18059,2002
IN,18059,2003
IN,18059,2004
IN,18059,2005
IN,18059,2006
IN,18059,2007
IN,18059,2008
IN,18059,2009
IN,18059,2010
IN,18059,2011
IN,18059,2012
IN,18059,2013
IN,18059,2014
IN,18059,2015
IN,18059,2016
IN,18059,2017
IN,18061,1970
IN,18061,1971
IN,18061,1972
IN,18061,1973
IN,18061,1974
IN,18061,1975
IN,18061,1976
IN,18061,1977
IN,18061,1978
IN,18061,1979
IN,18061,1980
IN,18061,1981
IN,18061,1982
IN,18061,1983
IN,18061,1984
IN,18061,1985
IN,18061,1986
IN,18061,1987
IN,18061,1988
IN,18061,1989
IN,18061,1990
IN,18061,1991
IN,18061,1992
IN,18061,1993
IN,18061,1994
IN,18061,1995
IN,18061,1996
IN,18061,1997
IN,18061,1998
IN,18061,1999
IN,18061,2000
IN,18061,2001
IN,18061,2002
IN,18061,2003
IN,18061,2004
IN,18061,2005
IN,18061,2006
IN,18061,2007
IN,18061,2008
IN,18061,2009
IN,18061,2010
IN,18061,2011
IN,18061,2012
IN,18061,2013
IN,18061,2014
IN,18061,2015
IN,18061,2016
IN,18061,2017
IN,18063,1970
IN,18063,1971
IN,18063,1972
IN,18063,1973
IN,18063,1974
IN,18063,1975
IN,18063,1976
IN,18063,1977
IN,18063,1978
IN,18063,1979
IN,18063,1980
IN,18063,1981
IN,18063,1982
IN,18063,1983
IN,18063,1984
IN,18063,1985
IN,18063,1986
IN,18063,1987
IN,18063,1988
IN,18063,1989
IN,18063,1990
IN,18063,1991
IN,18063,1992
IN,18063,1993
IN,18063,1994
IN,18063,1995
IN,18063,1996
IN,18063,1997
IN,18063,1998
IN,18063,1999
IN,18063,2000
IN,18063,2001
IN,18063,2002
IN,18063,2003
IN,18063,2004
IN,18063,2005
IN,18063,2006
IN,18063,2007
IN,18063,2008
IN,18063,2009
IN,18063,2010
IN,18063,2011
IN,18063,2012
IN,18063,2013
IN,18063,2014
IN,18063,2015
IN,18063,2016
IN,18063,2017
IN,18065,1970
IN,18065,1971
IN,18065,1972
IN,18065,1973
IN,18065,1974
IN,18065,1975
IN,18065,1976
IN,18065,1977
IN,18065,1978
IN,18065,1979
IN,18065,1980
IN,18065,1981
IN,18065,1982
IN,18065,1983
IN,18065,1984
IN,18065,1985
IN,18065,1986
IN,18065,1987
IN,18065,1988
IN,18065,1989
IN,18065,1990
IN,18065,1991
IN,18065,1992
IN,18065,1993
IN,18065,1994
IN,18065,1995
IN,18065,1996
IN,18065,1997
IN,18065,1998
IN,18065,1999
IN,18065,2000
IN,18065,2001
IN,18065,2002
IN,18065,2003
IN,18065,2004
IN,18065,2005
IN,18065,2006
IN,18065,2007
IN,18065,2008
IN,18065,2009
IN,18065,2010
IN,18065,2011
IN,18065,2012
IN,18065,2013
IN,18065,2014
IN,18065,2015
IN,18065,2016
IN,18065,2017
IN,18067,1970
IN,18067,1971
IN,18067,1972
IN,18067,1973
IN,18067,1974
IN,18067,1975
IN,18067,1976
IN,18067,1977
IN,18067,1978
IN,18067,1979
IN,18067,1980
IN,18067,1981
IN,18067,1982
IN,18067,1983
IN,18067,1984
IN,18067,1985
IN,18067,1986
IN,18067,1987
IN,18067,1988
IN,18067,1989
IN,18067,1990
IN,18067,1991
IN,18067,1992
IN,18067,1993
IN,18067,1994
IN,18067,1995
IN,18067,1996
IN,18067,1997
IN,18067,1998
IN,18067,1999
IN,18067,2000
IN,18067,2001
IN,18067,2002
IN,18067,2003
IN,18067,2004
IN,18067,2005
IN,18067,2006
IN,18067,2007
IN,18067,2008
IN,18067,2009
IN,18067,2010
IN,18067,2011
IN,18067,2012
IN,18067,2013
IN,18067,2014
IN,18067,2015
IN,18067,2016
IN,18067,2017
IN,18069,1970
IN,18069,1971
IN,18069,1972
IN,18069,1973
IN,18069,1974
IN,18069,1975
IN,18069,1976
IN,18069,1977
IN,18069,1978
IN,18069,1979
IN,18069,1980
IN,18069,1981
IN,18069,1982
IN,18069,1983
IN,18069,1984
IN,18069,1985
IN,18069,1986
IN,18069,1987
IN,18069,1988
IN,18069,1989
IN,18069,1990
IN,18069,1991
IN,18069,1992
IN,18069,1993
IN,18069,1994
IN,18069,1995
IN,18069,1996
IN,18069,1997
IN,18069,1998
IN,18069,1999
IN,18069,2000
IN,18069,2001
IN,18069,2002
IN,18069,2003
IN,18069,2004
IN,18069,2005
IN,18069,2006
IN,18069,2007
IN,18069,2008
IN,18069,2009
IN,18069,2010
IN,18069,2011
IN,18069,2012
IN,18069,2013
IN,18069,2014
IN,18069,2015
IN,18069,2016
IN,18069,2017
IN,18071,1970
IN,18071,1971
IN,18071,1972
IN,18071,1973
IN,18071,1974
IN,18071,1975
IN,18071,1976
IN,18071,1977
IN,18071,1978
IN,18071,1979
IN,18071,1980
IN,18071,1981
IN,18071,1982
IN,18071,1983
IN,18071,1984
IN,18071,1985
IN,18071,1986
IN,18071,1987
IN,18071,1988
IN,18071,1989
IN,18071,1990
IN,18071,1991
IN,18071,1992
IN,18071,1993
IN,18071,1994
IN,18071,1995
IN,18071,1996
IN,18071,1997
IN,18071,1998
IN,18071,1999
IN,18071,2000
IN,18071,2001
IN,18071,2002
IN,18071,2003
IN,18071,2004
IN,18071,2005
IN,18071,2006
IN,18071,2007
IN,18071,2008
IN,18071,2009
IN,18071,2010
IN,18071,2011
IN,18071,2012
IN,18071,2013
IN,18071,2014
IN,18071,2015
IN,18071,2016
IN,18071,2017
IN,18073,1970
IN,18073,1971
IN,18073,1972
IN,18073,1973
IN,18073,1974
IN,18073,1975
IN,18073,1976
IN,18073,1977
IN,18073,1978
IN,18073,1979
IN,18073,1980
IN,18073,1981
IN,18073,1982
IN,18073,1983
IN,18073,1984
IN,18073,1985
IN,18073,1986
IN,18073,1987
IN,18073,1988
IN,18073,1989
IN,18073,1990
IN,18073,1991
IN,18073,1992
IN,18073,1993
IN,18073,1994
IN,18073,1995
IN,18073,1996
IN,18073,1997
IN,18073,1998
IN,18073,1999
IN,18073,2000
IN,18073,2001
IN,18073,2002
IN,18073,2003
IN,18073,2004
IN,18073,2005
IN,18073,2006
IN,18073,2007
IN,18073,2008
IN,18073,2009
IN,18073,2010
IN,18073,2011
IN,18073,2012
IN,18073,2013
IN,18073,2014
IN,18073,2015
IN,18073,2016
IN,18073,2017
IN,18075,1970
IN,18075,1971
IN,18075,1972
IN,18075,1973
IN,18075,1974
IN,18075,1975
IN,18075,1976
IN,18075,1977
IN,18075,1978
IN,18075,1979
IN,18075,1980
IN,18075,1981
IN,18075,1982
IN,18075,1983
IN,18075,1984
IN,18075,1985
IN,18075,1986
IN,18075,1987
IN,18075,1988
IN,18075,1989
IN,18075,1990
IN,18075,1991
IN,18075,1992
IN,18075,1993
IN,18075,1994
IN,18075,1995
IN,18075,1996
IN,18075,1997
IN,18075,1998
IN,18075,1999
IN,18075,2000
IN,18075,2001
IN,18075,2002
IN,18075,2003
IN,18075,2004
IN,18075,2005
IN,18075,2006
IN,18075,2007
IN,18075,2008
IN,18075,2009
IN,18075,2010
IN,18075,2011
IN,18075,2012
IN,18075,2013
IN,18075,2014
IN,18075,2015
IN,18075,2016
IN,18075,2017
IN,18077,1970
IN,18077,1971
IN,18077,1972
IN,18077,1973
IN,18077,1974
IN,18077,1975
IN,18077,1976
IN,18077,1977
IN,18077,1978
IN,18077,1979
IN,18077,1980
IN,18077,1981
IN,18077,1982
IN,18077,1983
IN,18077,1984
IN,18077,1985
IN,18077,1986
IN,18077,1987
IN,18077,1988
IN,18077,1989
IN,18077,1990
IN,18077,1991
IN,18077,1992
IN,18077,1993
IN,18077,1994
IN,18077,1995
IN,18077,1996
IN,18077,1997
IN,18077,1998
IN,18077,1999
IN,18077,2000
IN,18077,2001
IN,18077,2002
IN,18077,2003
IN,18077,2004
IN,18077,2005
IN,18077,2006
IN,18077,2007
IN,18077,2008
IN,18077,2009
IN,18077,2010
IN,18077,2011
IN,18077,2012
IN,18077,2013
IN,18077,2014
IN,18077,2015
IN,18077,2016
IN,18077,2017
IN,18079,1970
IN,18079,1971
IN,18079,1972
IN,18079,1973
IN,18079,1974
IN,18079,1975
IN,18079,1976
IN,18079,1977
IN,18079,1978
IN,18079,1979
IN,18079,1980
IN,18079,1981
IN,18079,1982
IN,18079,1983
IN,18079,1984
IN,18079,1985
IN,18079,1986
IN,18079,1987
IN,18079,1988
IN,18079,1989
IN,18079,1990
IN,18079,1991
IN,18079,1992
IN,18079,1993
IN,18079,1994
IN,18079,1995
IN,18079,1996
IN,18079,1997
IN,18079,1998
IN,18079,1999
IN,18079,2000
IN,18079,2001
IN,18079,2002
IN,18079,2003
IN,18079,2004
IN,18079,2005
IN,18079,2006
IN,18079,2007
IN,18079,2008
IN,18079,2009
IN,18079,2010
IN,18079,2011
IN,18079,2012
IN,18079,2013
IN,18079,2014
IN,18079,2015
IN,18079,2016
IN,18079,2017
IN,18081,1970
IN,18081,1971
IN,18081,1972
IN,18081,1973
IN,18081,1974
IN,18081,1975
IN,18081,1976
IN,18081,1977
IN,18081,1978
IN,18081,1979
IN,18081,1980
IN,18081,1981
IN,18081,1982
IN,18081,1983
IN,18081,1984
IN,18081,1985
