Address                                            ,latitude           ,longitude           ,fips_codes_30_mile                                                                                                               ,Tribe Name                                                                            ,TribeDividend,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23   ,Cost,ID,State,Casino_Name
1801 Eddie L Tullis Rd Montgomery AL 36117         ,32.425383,-86.1392198,1109,Poarch Band of Creek Indians                                                          ,70000.0,2200,     2015 ,           90000 ,               ,202.2320611,  46000000,4,AL,Wind Creek Casino and Hotel - Montgomery
1801 Eddie L Tullis Rd Montgomery AL 36117         ,32.425383,-86.1392198,1123,Poarch Band of Creek Indians                                                          ,70000.0,2200,     2015 ,           90000 ,               ,202.2320611,  46000000,4,AL,Wind Creek Casino and Hotel - Montgomery
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1001,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1051,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1087,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1101,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1021,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1037,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1085,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1011,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
100 River Oaks Dr Wetumpka AL 36092                ,32.5271229,-86.21006333574087,1123,Poarch Band of Creek Indians                                                          ,70000.0,2650,     2014 ,          125000 ,               ,243.5977099, 250000000,5,AL,Wind Creek Casino and Hotel - Wetumpka
15406 N Maricopa Rd Maricopa AZ 85139              ,33.02299395,-112.04988984298828,4013,Ak-Chin Indian Community of the Maricopa Indian Reservation                           ,,1135,     1994 ,           40000 ,          2011 ,150.0, 162084640,6,AZ,Harrah's Ak-Chin Casino Resort
15406 N Maricopa Rd Maricopa AZ 85139              ,33.02299395,-112.04988984298828,4021,Ak-Chin Indian Community of the Maricopa Indian Reservation                           ,,1135,     1994 ,           40000 ,          2011 ,150.0, 162084640,6,AZ,Harrah's Ak-Chin Casino Resort
15318 S Avenue B Somerton AZ 85350                 ,32.6186616,-114.6496882,6025,Cocopah Tribe of Arizona                                                              ,,400,     1993 ,           24000 ,          2003 ,50.8,  15000000,7,AZ,Cocopah Bingo and Casino
15318 S Avenue B Somerton AZ 85350                 ,32.6186616,-114.6496882,4027,Cocopah Tribe of Arizona                                                              ,,400,     1993 ,           24000 ,          2003 ,50.8,  15000000,7,AZ,Cocopah Bingo and Casino
15318 S Avenue B Somerton AZ 85350                 ,32.6186616,-114.6496882,4012,Cocopah Tribe of Arizona                                                              ,,400,     1993 ,           24000 ,          2003 ,50.8,  15000000,7,AZ,Cocopah Bingo and Casino
100 W Riverside Dr Parker AZ 85344                 ,34.1525717,-114.2840198,4015,Colorado River Indian Tribes of the Colorado River Indian Reservation (AZ and CA)     ,,500,     1999 ,           30000 ,               ,29.2,  50000000,8,AZ,Blue Water Casino
100 W Riverside Dr Parker AZ 85344                 ,34.1525717,-114.2840198,6071,Colorado River Indian Tribes of the Colorado River Indian Reservation (AZ and CA)     ,,500,     1999 ,           30000 ,               ,29.2,  50000000,8,AZ,Blue Water Casino
100 W Riverside Dr Parker AZ 85344                 ,34.1525717,-114.2840198,6065,Colorado River Indian Tribes of the Colorado River Indian Reservation (AZ and CA)     ,,500,     1999 ,           30000 ,               ,29.2,  50000000,8,AZ,Blue Water Casino
100 W Riverside Dr Parker AZ 85344                 ,34.1525717,-114.2840198,4012,Colorado River Indian Tribes of the Colorado River Indian Reservation (AZ and CA)     ,,500,     1999 ,           30000 ,               ,29.2,  50000000,8,AZ,Blue Water Casino
10180 N Fort McDowell Rd Fort McDowell AZ 85264    ,33.628925,-111.6762303,4013,Fort McDowell Yavapai Nation of Arizona                                               ,,1100,     1984 ,          166341 ,          2020 ,11.8, 120000000,9,AZ,We-Ko-Pa Casino Resort
10180 N Fort McDowell Rd Fort McDowell AZ 85264    ,33.628925,-111.6762303,4007,Fort McDowell Yavapai Nation of Arizona                                               ,,1100,     1984 ,          166341 ,          2020 ,11.8, 120000000,9,AZ,We-Ko-Pa Casino Resort
10180 N Fort McDowell Rd Fort McDowell AZ 85264    ,33.628925,-111.6762303,4021,Fort McDowell Yavapai Nation of Arizona                                               ,,1100,     1984 ,          166341 ,          2020 ,11.8, 120000000,9,AZ,We-Ko-Pa Casino Resort
10180 N Fort McDowell Rd Fort McDowell AZ 85264    ,33.628925,-111.6762303,4025,Fort McDowell Yavapai Nation of Arizona                                               ,,1100,     1984 ,          166341 ,          2020 ,11.8, 120000000,9,AZ,We-Ko-Pa Casino Resort
8555 AZ-95 Mohave Valley AZ 86440                  ,34.90746005126062,-114.59800485118387,32003,Fort Mojave Indian Tribe                                                              ,,250,     1995 ,           10000 ,               ,14.0,          ,10,AZ,Spirit Mountain Casino
8555 AZ-95 Mohave Valley AZ 86440                  ,34.90746005126062,-114.59800485118387,4015,Fort Mojave Indian Tribe                                                              ,,250,     1995 ,           10000 ,               ,14.0,          ,10,AZ,Spirit Mountain Casino
8555 AZ-95 Mohave Valley AZ 86440                  ,34.90746005126062,-114.59800485118387,6071,Fort Mojave Indian Tribe                                                              ,,250,     1995 ,           10000 ,               ,14.0,          ,10,AZ,Spirit Mountain Casino
6443 South Komatke Lane                            ,33.3114539,-112.1606291,4013,Gila River Indian Community of the Gila River Indian Reservation (Arizona)            ,1000.0,1200,     1995 ,           70000 ,          2013 ,147.36, 135000000,11,AZ,Vee Quiva Casino
6443 South Komatke Lane                            ,33.3114539,-112.1606291,4021,Gila River Indian Community of the Gila River Indian Reservation (Arizona)            ,1000.0,1200,     1995 ,           70000 ,          2013 ,147.36, 135000000,11,AZ,Vee Quiva Casino
Chandler AZ 85226                                  ,33.3062031,-111.841185,4013,Gila River Indian Community of the Gila River Indian Reservation (Arizona)            ,1000.0,1400,     2009 ,          100000 ,          2020 ,171.92, 480000000,12,AZ,Wild Horse Pass Casino
Chandler AZ 85226                                  ,33.3062031,-111.841185,4021,Gila River Indian Community of the Gila River Indian Reservation (Arizona)            ,1000.0,1400,     2009 ,          100000 ,          2020 ,171.92, 480000000,12,AZ,Wild Horse Pass Casino
1077 S Kyrene Rd Chandler AZ 85226                 ,33.3191052,-111.9454993,4013,Gila River Indian Community of the Gila River Indian Reservation (Arizona)            ,1000.0,1400,     2008 ,          120000 ,          2021 ,171.92, 240000000,13,AZ,Lone Butte Casino
1077 S Kyrene Rd Chandler AZ 85226                 ,33.3191052,-111.9454993,4021,Gila River Indian Community of the Gila River Indian Reservation (Arizona)            ,1000.0,1400,     2008 ,          120000 ,          2021 ,171.92, 240000000,13,AZ,Lone Butte Casino
Flagstaff AZ 86004                                 ,35.1987522,-111.651822,4005,Navajo Nation                                                                         ,0.0,1100,     2013 ,          267000 ,               ,6.2, 175000000,14,AZ,Twin Arrows Navajo Casino Resort
Flagstaff AZ 86004                                 ,35.1987522,-111.651822,4025,Navajo Nation                                                                         ,0.0,1100,     2013 ,          267000 ,               ,6.2, 175000000,14,AZ,Twin Arrows Navajo Casino Resort
5655 W Valencia Rd Tucson AZ 85757                 ,32.1339052,-110.990759,4023,Pascua Yaqui Tribe of Arizona                                                         ,,1300,     2011 ,           65000 ,          2019 ,73.0, 100000000,15,AZ,Casino Del Sol
5655 W Valencia Rd Tucson AZ 85757                 ,32.1339052,-110.990759,4021,Pascua Yaqui Tribe of Arizona                                                         ,,1300,     2011 ,           65000 ,          2019 ,73.0, 100000000,15,AZ,Casino Del Sol
5655 W Valencia Rd Tucson AZ 85757                 ,32.1339052,-110.990759,4019,Pascua Yaqui Tribe of Arizona                                                         ,,1300,     2011 ,           65000 ,          2019 ,73.0, 100000000,15,AZ,Casino Del Sol
Tucson AZ 85757 USA                                ,32.2228765,-110.974847,4021,Pascua Yaqui Tribe of Arizona                                                         ,,410,     1994 ,           50000 ,               ,1.0,          ,16,AZ,Casino of the Sun
Tucson AZ 85757 USA                                ,32.2228765,-110.974847,4019,Pascua Yaqui Tribe of Arizona                                                         ,,410,     1994 ,           50000 ,               ,1.0,          ,16,AZ,Casino of the Sun
524 N 92nd St Scottsdale AZ 85256                  ,33.4768157,-111.8826973,4013,Salt River Pima-Maricopa Indian Community                                             ,,998,     1998 ,          100000 ,               ,1.7,          ,17,AZ,Casino Arizona
524 N 92nd St Scottsdale AZ 85256                  ,33.4768157,-111.8826973,4021,Salt River Pima-Maricopa Indian Community                                             ,,998,     1998 ,          100000 ,               ,1.7,          ,17,AZ,Casino Arizona
9800 Talking Stick Way Scottsdale AZ 85256         ,33.5408139,-111.86966668693624,4013,Salt River Pima-Maricopa Indian Community                                             ,,850,     2010 ,           98000 ,               ,190.5, 450000000,18,AZ,Talking Stick Resort
9800 Talking Stick Way Scottsdale AZ 85256         ,33.5408139,-111.86966668693624,4021,Salt River Pima-Maricopa Indian Community                                             ,,850,     2010 ,           98000 ,               ,190.5, 450000000,18,AZ,Talking Stick Resort
2407 E Ash St Globe AZ 85501                       ,33.3929981,-110.7814202,4009,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,482,     1994 ,           60000 ,               ,1.7,          ,19,AZ,Apache Gold Casino
2407 E Ash St Globe AZ 85501                       ,33.3929981,-110.7814202,4013,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,482,     1994 ,           60000 ,               ,1.7,          ,19,AZ,Apache Gold Casino
2407 E Ash St Globe AZ 85501                       ,33.3929981,-110.7814202,4007,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,482,     1994 ,           60000 ,               ,1.7,          ,19,AZ,Apache Gold Casino
2407 E Ash St Globe AZ 85501                       ,33.3929981,-110.7814202,4021,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,482,     1994 ,           60000 ,               ,1.7,          ,19,AZ,Apache Gold Casino
80440 E Aravaipa Rd Winkelman AZ 85192             ,32.8487462,-110.7028107,4009,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,300,     2017 ,           15000 ,               ,5.0,  26000000,20,AZ,Apache Sky Casino
80440 E Aravaipa Rd Winkelman AZ 85192             ,32.8487462,-110.7028107,4007,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,300,     2017 ,           15000 ,               ,5.0,  26000000,20,AZ,Apache Sky Casino
80440 E Aravaipa Rd Winkelman AZ 85192             ,32.8487462,-110.7028107,4021,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,300,     2017 ,           15000 ,               ,5.0,  26000000,20,AZ,Apache Sky Casino
80440 E Aravaipa Rd Winkelman AZ 85192             ,32.8487462,-110.7028107,4019,San Carlos Apache Tribe of the San Carlos Reservation                                 ,,300,     2017 ,           15000 ,               ,5.0,  26000000,20,AZ,Apache Sky Casino
9431 W Northern Ave Glendale AZ 85305              ,33.54668555,-112.2611264748243,4013,Tohono O'odham Nation of Arizona                                                      ,,1400,     2015 ,           75000 ,               ,163.8645896, 450000000,21,AZ,Desert Diamond Casino West Valley Si'al Ke
9431 W Northern Ave Glendale AZ 85305              ,33.54668555,-112.2611264748243,4021,Tohono O'odham Nation of Arizona                                                      ,,1400,     2015 ,           75000 ,               ,163.8645896, 450000000,21,AZ,Desert Diamond Casino West Valley Si'al Ke
9431 W Northern Ave Glendale AZ 85305              ,33.54668555,-112.2611264748243,4025,Tohono O'odham Nation of Arizona                                                      ,,1400,     2015 ,           75000 ,               ,163.8645896, 450000000,21,AZ,Desert Diamond Casino West Valley Si'al Ke
Indian Rte 3 Pisinemo AZ 85634                     ,31.922523040816326,-112.21416020408164,4019,Tohono O'odham Nation of Arizona                                                      ,,75,     1999 ,                 ,               ,8.778460156,          ,22,AZ,Desert Diamond Why
7350 S Nogales Hwy Tucson AZ 85756                 ,32.1256815,-110.9611126,4023,Tohono O'odham Nation of Arizona                                                      ,,1300,     1987 ,          164000 ,          2007 ,152.159976,  90000000,23,AZ,Desert Diamond Tucson
7350 S Nogales Hwy Tucson AZ 85756                 ,32.1256815,-110.9611126,4021,Tohono O'odham Nation of Arizona                                                      ,,1300,     1987 ,          164000 ,          2007 ,152.159976,  90000000,23,AZ,Desert Diamond Tucson
7350 S Nogales Hwy Tucson AZ 85756                 ,32.1256815,-110.9611126,4019,Tohono O'odham Nation of Arizona                                                      ,,1300,     1987 ,          164000 ,          2007 ,152.159976,  90000000,23,AZ,Desert Diamond Tucson
1100 W Pima Mine Rd Sahuarita AZ 85629             ,32.001234,-110.9780074,4023,Tohono O'odham Nation of Arizona                                                      ,,563,     2001 ,          180000 ,               ,65.89697424,          ,24,AZ,Desert Diamond Sahuarita
1100 W Pima Mine Rd Sahuarita AZ 85629             ,32.001234,-110.9780074,4019,Tohono O'odham Nation of Arizona                                                      ,,563,     2001 ,          180000 ,               ,65.89697424,          ,24,AZ,Desert Diamond Sahuarita
308 E Ridge Ln Payson AZ 85541                     ,34.22496844987509,-111.32601950345452,4005,Tonto Apache Tribe of Arizona                                                         ,,400,     1993 ,          120000 ,               ,18.2,          ,25,AZ,Mazatzal Hotel & Casino
308 E Ridge Ln Payson AZ 85541                     ,34.22496844987509,-111.32601950345452,4013,Tonto Apache Tribe of Arizona                                                         ,,400,     1993 ,          120000 ,               ,18.2,          ,25,AZ,Mazatzal Hotel & Casino
308 E Ridge Ln Payson AZ 85541                     ,34.22496844987509,-111.32601950345452,4007,Tonto Apache Tribe of Arizona                                                         ,,400,     1993 ,          120000 ,               ,18.2,          ,25,AZ,Mazatzal Hotel & Casino
308 E Ridge Ln Payson AZ 85541                     ,34.22496844987509,-111.32601950345452,4025,Tonto Apache Tribe of Arizona                                                         ,,400,     1993 ,          120000 ,               ,18.2,          ,25,AZ,Mazatzal Hotel & Casino
777 AZ-260 Pinetop AZ 85935                        ,34.12971953061224,-109.9462642244898,4007,White Mountain Apache Tribe of the Fort Apache Reservation (Arizona)                  ,,829,     1993 ,           18600 ,               ,6.1,          ,26,AZ,Hon Dah Resort - Casino
777 AZ-260 Pinetop AZ 85935                        ,34.12971953061224,-109.9462642244898,4001,White Mountain Apache Tribe of the Fort Apache Reservation (Arizona)                  ,,829,     1993 ,           18600 ,               ,6.1,          ,26,AZ,Hon Dah Resort - Casino
777 AZ-260 Pinetop AZ 85935                        ,34.12971953061224,-109.9462642244898,4017,White Mountain Apache Tribe of the Fort Apache Reservation (Arizona)                  ,,829,     1993 ,           18600 ,               ,6.1,          ,26,AZ,Hon Dah Resort - Casino
555 W Middle Verde Rd Camp Verde AZ 86322          ,34.60643655,-111.86231767922084,4005,Yavapai-Apache Nation of the Camp Verde Indian Reservation                            ,2200.0,650,     1995 ,          114000 ,          2016 ,63.7,  30000000,27,AZ,Cliff Castle Casino
555 W Middle Verde Rd Camp Verde AZ 86322          ,34.60643655,-111.86231767922084,4007,Yavapai-Apache Nation of the Camp Verde Indian Reservation                            ,2200.0,650,     1995 ,          114000 ,          2016 ,63.7,  30000000,27,AZ,Cliff Castle Casino
555 W Middle Verde Rd Camp Verde AZ 86322          ,34.60643655,-111.86231767922084,4025,Yavapai-Apache Nation of the Camp Verde Indian Reservation                            ,2200.0,650,     1995 ,          114000 ,          2016 ,63.7,  30000000,27,AZ,Cliff Castle Casino
500 AZ-89 Prescott AZ 86301                        ,34.5553492,-112.4534938,4005,Yavapai-Prescott Indian Tribe                                                         ,2200.0,475,     1992 ,           24000 ,               ,6.9,  40000000,28,AZ,Bucky's Casino
500 AZ-89 Prescott AZ 86301                        ,34.5553492,-112.4534938,4025,Yavapai-Prescott Indian Tribe                                                         ,2200.0,475,     1992 ,           24000 ,               ,6.9,  40000000,28,AZ,Bucky's Casino
1505 AZ-69 Prescott AZ 86301                       ,34.548172534799406,-112.44628599456163,4025,Yavapai-Prescott Indian Tribe                                                         ,2200.0,175,     1994 ,            6000 ,               ,2.0,          ,29,AZ,Yavapai Gaming Center
32-250 Bob Hope Dr Rancho Mirage CA 92270          ,33.814819850000006,-116.40833097632355,6073,Agua Caliente Band of Cahuilla Indians                                                ,,1500,     2001 ,           77000 ,          2008 ,217.1065655, 400000000,30,CA,Agua Caliente Casino Rancho Mirage
32-250 Bob Hope Dr Rancho Mirage CA 92270          ,33.814819850000006,-116.40833097632355,6071,Agua Caliente Band of Cahuilla Indians                                                ,,1500,     2001 ,           77000 ,          2008 ,217.1065655, 400000000,30,CA,Agua Caliente Casino Rancho Mirage
32-250 Bob Hope Dr Rancho Mirage CA 92270          ,33.814819850000006,-116.40833097632355,6065,Agua Caliente Band of Cahuilla Indians                                                ,,1500,     2001 ,           77000 ,          2008 ,217.1065655, 400000000,30,CA,Agua Caliente Casino Rancho Mirage
32-279 Bob Hope Dr Rancho Mirage CA 92270          ,33.8151426,-116.4103821,6073,Agua Caliente Band of Cahuilla Indians                                                ,,31,     2021 ,             750 ,               ,4.48686902,          ,31,CA,Agua Caliente Fuel
32-279 Bob Hope Dr Rancho Mirage CA 92270          ,33.8151426,-116.4103821,6071,Agua Caliente Band of Cahuilla Indians                                                ,,31,     2021 ,             750 ,               ,4.48686902,          ,31,CA,Agua Caliente Fuel
32-279 Bob Hope Dr Rancho Mirage CA 92270          ,33.8151426,-116.4103821,6065,Agua Caliente Band of Cahuilla Indians                                                ,,31,     2021 ,             750 ,               ,4.48686902,          ,31,CA,Agua Caliente Fuel
68960 E Palm Canyon Dr Cathedral City CA 92234     ,33.77888994415348,-116.46071479257007,6073,Agua Caliente Band of Cahuilla Indians                                                ,,500,     2020 ,           38000 ,               ,72.36885516, 250000000,32,CA,Agua Caliente Casino Cathedral City
68960 E Palm Canyon Dr Cathedral City CA 92234     ,33.77888994415348,-116.46071479257007,6071,Agua Caliente Band of Cahuilla Indians                                                ,,500,     2020 ,           38000 ,               ,72.36885516, 250000000,32,CA,Agua Caliente Casino Cathedral City
68960 E Palm Canyon Dr Cathedral City CA 92234     ,33.77888994415348,-116.46071479257007,6065,Agua Caliente Band of Cahuilla Indians                                                ,,500,     2020 ,           38000 ,               ,72.36885516, 250000000,32,CA,Agua Caliente Casino Cathedral City
401 E Amado Rd Palm Springs CA 92262               ,33.826751,-116.5238115,6073,Agua Caliente Band of Cahuilla Indians                                                ,,1000,     2000 ,           40000 ,               ,144.7377103,  80000000,33,CA,Agua Caliente Casino Palm Springs
401 E Amado Rd Palm Springs CA 92262               ,33.826751,-116.5238115,6071,Agua Caliente Band of Cahuilla Indians                                                ,,1000,     2000 ,           40000 ,               ,144.7377103,  80000000,33,CA,Agua Caliente Casino Palm Springs
401 E Amado Rd Palm Springs CA 92262               ,33.826751,-116.5238115,6065,Agua Caliente Band of Cahuilla Indians                                                ,,1000,     2000 ,           40000 ,               ,144.7377103,  80000000,33,CA,Agua Caliente Casino Palm Springs
101-199 Water St Alturas CA 96101                  ,41.4809316,-120.5422916,6035,Alturas Indian Rancheria                                                              ,,128,     1999 ,            6200 ,               ,0.7,   9000000,34,CA,Desert Rose Casino
101-199 Water St Alturas CA 96101                  ,41.4809316,-120.5422916,6049,Alturas Indian Rancheria                                                              ,,128,     1999 ,            6200 ,               ,0.7,   9000000,34,CA,Desert Rose Casino
84360 Avenue 54 Coachella CA 92236                 ,33.656474,-116.19282777079012,6073,Augustine Band of Cahuilla Indians                                                    ,,800,     2002 ,           42000 ,          2016 ,52.3,          ,35,CA,Augustine Casino
84360 Avenue 54 Coachella CA 92236                 ,33.656474,-116.19282777079012,6025,Augustine Band of Cahuilla Indians                                                    ,,800,     2002 ,           42000 ,          2016 ,52.3,          ,35,CA,Augustine Casino
84360 Avenue 54 Coachella CA 92236                 ,33.656474,-116.19282777079012,6071,Augustine Band of Cahuilla Indians                                                    ,,800,     2002 ,           42000 ,          2016 ,52.3,          ,35,CA,Augustine Casino
84360 Avenue 54 Coachella CA 92236                 ,33.656474,-116.19282777079012,6065,Augustine Band of Cahuilla Indians                                                    ,,800,     2002 ,           42000 ,          2016 ,52.3,          ,35,CA,Augustine Casino
1932 Wildcat Canyon Rd Lakeside CA 92040           ,32.890957,-116.891342,6073,Barona Group of Capitan Grande Band of Mission Indians                                ,,2200,     1993 ,          300000 ,          2003 ,440.0, 260000000,36,CA,Barona Valley Ranch Resort and Casino
Main Street Loleta CA                              ,40.6396923,-124.2248146,6023,Bear River Band of the Rohnerville Rancheria                                          ,,350,     2012 ,           13060 ,          2017 ,60.0,          ,37,CA,Bear River Casino Resort
Main Street Loleta CA                              ,40.6396923,-124.2248146,6023,Bear River Band of the Rohnerville Rancheria                                          ,,38,     2020 ,                 ,               ,1.8,   2500000,38,CA,Bear River Pump and Play
4020 Olive Hwy Oroville CA 95966                   ,39.5014381,-121.5314695,6057,Berry Creek Rancheria of Maidu Indians of California                                  ,,950,     2005 ,           60000 ,               ,44.8,   1500000,39,CA,Gold Country Casino
4020 Olive Hwy Oroville CA 95966                   ,39.5014381,-121.5314695,6115,Berry Creek Rancheria of Maidu Indians of California                                  ,,950,     2005 ,           60000 ,               ,44.8,   1500000,39,CA,Gold Country Casino
4020 Olive Hwy Oroville CA 95966                   ,39.5014381,-121.5314695,6101,Berry Creek Rancheria of Maidu Indians of California                                  ,,950,     2005 ,           60000 ,               ,44.8,   1500000,39,CA,Gold Country Casino
4020 Olive Hwy Oroville CA 95966                   ,39.5014381,-121.5314695,6063,Berry Creek Rancheria of Maidu Indians of California                                  ,,950,     2005 ,           60000 ,               ,44.8,   1500000,39,CA,Gold Country Casino
4020 Olive Hwy Oroville CA 95966                   ,39.5014381,-121.5314695,6011,Berry Creek Rancheria of Maidu Indians of California                                  ,,950,     2005 ,           60000 ,               ,44.8,   1500000,39,CA,Gold Country Casino
4020 Olive Hwy Oroville CA 95966                   ,39.5014381,-121.5314695,6021,Berry Creek Rancheria of Maidu Indians of California                                  ,,950,     2005 ,           60000 ,               ,44.8,   1500000,39,CA,Gold Country Casino
