Address                                            ,latitude           ,longitude           ,fips_codes_30_mile                                                                                                               ,Tribe Name                                                                            ,TribeDividend,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23   ,Cost,ID,State,Casino_Name
trenton North Dakota                               ,48.070578,-103.836871,30091,Turtle Mountain Band of Chippewa Indians                                              ,,400,     2016 ,            5000 ,               ,11.0,          ,215,ND,Grand Treasures Casino
Nd-5 Belcourt ND 58316                             ,48.844034,-99.732593,38095,Turtle Mountain Band of Chippewa Indians                                              ,,8,     2003 ,                 ,               ,0.5,          ,216,ND,LaDot's Lounge
Nd-5 Belcourt ND 58316                             ,48.844034,-99.732593,38009,Turtle Mountain Band of Chippewa Indians                                              ,,8,     2003 ,                 ,               ,0.5,          ,216,ND,LaDot's Lounge
Nd-5 Belcourt ND 58316                             ,48.844034,-99.732593,38069,Turtle Mountain Band of Chippewa Indians                                              ,,8,     2003 ,                 ,               ,0.5,          ,216,ND,LaDot's Lounge
Nd-5 Belcourt ND 58316                             ,48.844034,-99.732593,38079,Turtle Mountain Band of Chippewa Indians                                              ,,8,     2003 ,                 ,               ,0.5,          ,216,ND,LaDot's Lounge
4180 US-281 Belcourt ND 58316                      ,48.844034,-99.732593,38095,Turtle Mountain Band of Chippewa Indians                                              ,,495,     1992 ,            5500 ,               ,1.0,          ,217,ND,Turtle Mountain Bingo Palace/Sprung
4180 US-281 Belcourt ND 58316                      ,48.844034,-99.732593,38009,Turtle Mountain Band of Chippewa Indians                                              ,,495,     1992 ,            5500 ,               ,1.0,          ,217,ND,Turtle Mountain Bingo Palace/Sprung
4180 US-281 Belcourt ND 58316                      ,48.844034,-99.732593,38069,Turtle Mountain Band of Chippewa Indians                                              ,,495,     1992 ,            5500 ,               ,1.0,          ,217,ND,Turtle Mountain Bingo Palace/Sprung
4180 US-281 Belcourt ND 58316                      ,48.844034,-99.732593,38079,Turtle Mountain Band of Chippewa Indians                                              ,,495,     1992 ,            5500 ,               ,1.0,          ,217,ND,Turtle Mountain Bingo Palace/Sprung
9260 42nd Avenue Belcourt ND 58316                 ,48.80676435,-99.78580444559591,38095,Turtle Mountain Band of Chippewa Indians                                              ,,820,     1997 ,           37000 ,          2012 ,59.9,          ,218,ND,Sky Dancer Hotel & Casino
9260 42nd Avenue Belcourt ND 58316                 ,48.80676435,-99.78580444559591,38009,Turtle Mountain Band of Chippewa Indians                                              ,,820,     1997 ,           37000 ,          2012 ,59.9,          ,218,ND,Sky Dancer Hotel & Casino
9260 42nd Avenue Belcourt ND 58316                 ,48.80676435,-99.78580444559591,38069,Turtle Mountain Band of Chippewa Indians                                              ,,820,     1997 ,           37000 ,          2012 ,59.9,          ,218,ND,Sky Dancer Hotel & Casino
9260 42nd Avenue Belcourt ND 58316                 ,48.80676435,-99.78580444559591,38079,Turtle Mountain Band of Chippewa Indians                                              ,,820,     1997 ,           37000 ,          2012 ,59.9,          ,218,ND,Sky Dancer Hotel & Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,46127,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31051,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31053,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,19133,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31039,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31021,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31173,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31179,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,19149,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,31043,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
200 Main St Walthill NE 68067                      ,42.148287,-96.487205,19193,Omaha Tribe of Nebraska                                                               ,,100,     2005 ,            1200 ,          2023 ,5.0,   2000000,219,NE,Lucky 77 Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,31153,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,31053,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,31177,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,31055,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,19071,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,19085,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,31025,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,19129,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,31155,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
1031 Avenue H Carter Lake IA 51510                 ,41.28140246664029,-95.91543240216572,19155,Ponca Tribe of Nebraska                                                               ,,200,     2018 ,            9500 ,          2022 ,16.3,          ,220,NE,Prairie Flower Casino
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,46067,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,46009,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,46023,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,31003,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,31089,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,31139,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,46135,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,31107,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
53142 NE-12 Niobrara NE 68760                      ,42.7526168,-98.0232686,31015,Santee Sioux Nation                                                                   ,,400,     1996 ,           25000 ,          2011 ,5.0,  20000000,221,NE,Ohiya Casino and Resort
Winnebago NE 68071                                 ,42.2355278,-96.4725075,46127,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,31051,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,19133,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,31039,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,31021,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,31173,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,31179,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,19149,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,31043,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
Winnebago NE 68071                                 ,42.2355278,-96.4725075,19193,Winnebago Tribe of Nebraska                                                           ,,90,     2005 ,             600 ,               ,110.0,          ,222,NE,Native Star Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31167,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,46127,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31051,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,19133,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31039,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31021,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31173,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31179,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,46027,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,19149,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31027,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,31043,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
1106 Main St Emerson NE 68733                      ,42.27874275,-96.72634309191268,19193,Winnebago Tribe of Nebraska                                                           ,,89,     2004 ,            2000 ,               ,15.0,          ,223,NE,Iron Horse Bar & Casino
25845 US-70 Mescalero NM 88340                     ,33.1556934,-105.7701056,35027,Mescalero Apache Tribe of the Mescalero Reservation                                   ,4000.0,380,     2003 ,           10000 ,               ,3.0,   6000000,224,NM,Casino Apache Travel Center
25845 US-70 Mescalero NM 88340                     ,33.1556934,-105.7701056,35035,Mescalero Apache Tribe of the Mescalero Reservation                                   ,4000.0,380,     2003 ,           10000 ,               ,3.0,   6000000,224,NM,Casino Apache Travel Center
140 Junction Road Ruidoso NM 88345                 ,33.3211652,-105.63553591843142,35027,Mescalero Apache Tribe of the Mescalero Reservation                                   ,4000.0,1200,     2005 ,           45000 ,               ,13.4,  85000000,225,NM,Inn of the Mountain Gods Resort and Casino
140 Junction Road Ruidoso NM 88345                 ,33.3211652,-105.63553591843142,35005,Mescalero Apache Tribe of the Mescalero Reservation                                   ,4000.0,1200,     2005 ,           45000 ,               ,13.4,  85000000,225,NM,Inn of the Mountain Gods Resort and Casino
140 Junction Road Ruidoso NM 88345                 ,33.3211652,-105.63553591843142,35035,Mescalero Apache Tribe of the Mescalero Reservation                                   ,4000.0,1200,     2005 ,           45000 ,               ,13.4,  85000000,225,NM,Inn of the Mountain Gods Resort and Casino
2710 US-64 Shiprock NM 87420                       ,36.7842991,-108.6692588,8083,Navajo Nation                                                                         ,0.0,120,     2010 ,           11000 ,               ,15.0,   3100000,226,NM,Flowing Waters Navajo Casino
2710 US-64 Shiprock NM 87420                       ,36.7842991,-108.6692588,35045,Navajo Nation                                                                         ,0.0,120,     2010 ,           11000 ,               ,15.0,   3100000,226,NM,Flowing Waters Navajo Casino
2710 US-64 Shiprock NM 87420                       ,36.7842991,-108.6692588,4001,Navajo Nation                                                                         ,0.0,120,     2010 ,           11000 ,               ,15.0,   3100000,226,NM,Flowing Waters Navajo Casino
2710 US-64 Shiprock NM 87420                       ,36.7842991,-108.6692588,49037,Navajo Nation                                                                         ,0.0,120,     2010 ,           11000 ,               ,15.0,   3100000,226,NM,Flowing Waters Navajo Casino
2710 US-64 Shiprock NM 87420                       ,36.7842991,-108.6692588,8067,Navajo Nation                                                                         ,0.0,120,     2010 ,           11000 ,               ,15.0,   3100000,226,NM,Flowing Waters Navajo Casino
414 North Allen Avenue Farmington NM 87401         ,36.733281950000006,-108.20583238011795,8083,Navajo Nation                                                                         ,0.0,750,     2012 ,           85000 ,               ,5.0, 175000000,227,NM,Northern Edge Navajo Casino
414 North Allen Avenue Farmington NM 87401         ,36.733281950000006,-108.20583238011795,35045,Navajo Nation                                                                         ,0.0,750,     2012 ,           85000 ,               ,5.0, 175000000,227,NM,Northern Edge Navajo Casino
414 North Allen Avenue Farmington NM 87401         ,36.733281950000006,-108.20583238011795,8067,Navajo Nation                                                                         ,0.0,750,     2012 ,           85000 ,               ,5.0, 175000000,227,NM,Northern Edge Navajo Casino
Church Rock NM 87311                               ,35.5354476,-108.600894,35006,Navajo Nation                                                                         ,0.0,1100,     2008 ,           64000 ,               ,7.0,  20000000,228,NM,Fire Rock Navajo Casino
Church Rock NM 87311                               ,35.5354476,-108.600894,35031,Navajo Nation                                                                         ,0.0,1100,     2008 ,           64000 ,               ,7.0,  20000000,228,NM,Fire Rock Navajo Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35039,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35055,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35033,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35047,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35028,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35049,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
68 NM-291 Ohkay Owingeh NM 87566                   ,36.0681326,-106.0563469,35043,Ohkay Owingeh                                                                         ,,600,     1999 ,           30000 ,          2010 ,5.054,          ,229,NM,OHKAY Casino
Seama NM 87007                                     ,35.0393867,-107.5244966,35061,Pueblo of Acoma                                                                       ,,558,     2002 ,           40000 ,          2010 ,4.0,          ,230,NM,Sky City Casino
Seama NM 87007                                     ,35.0393867,-107.5244966,35001,Pueblo of Acoma                                                                       ,,558,     2002 ,           40000 ,          2010 ,4.0,          ,230,NM,Sky City Casino
Seama NM 87007                                     ,35.0393867,-107.5244966,35006,Pueblo of Acoma                                                                       ,,558,     2002 ,           40000 ,          2010 ,4.0,          ,230,NM,Sky City Casino
Seama NM 87007                                     ,35.0393867,-107.5244966,35031,Pueblo of Acoma                                                                       ,,558,     2002 ,           40000 ,          2010 ,4.0,          ,230,NM,Sky City Casino
Seama NM 87007                                     ,35.0393867,-107.5244966,35043,Pueblo of Acoma                                                                       ,,558,     2002 ,           40000 ,          2010 ,4.0,          ,230,NM,Sky City Casino
Seama NM 87007                                     ,35.0393867,-107.5244966,35061,Pueblo of Acoma                                                                       ,,45,     2007 ,                 ,               ,0.708,          ,231,NM,Sky City Travel Center
Seama NM 87007                                     ,35.0393867,-107.5244966,35001,Pueblo of Acoma                                                                       ,,45,     2007 ,                 ,               ,0.708,          ,231,NM,Sky City Travel Center
Seama NM 87007                                     ,35.0393867,-107.5244966,35006,Pueblo of Acoma                                                                       ,,45,     2007 ,                 ,               ,0.708,          ,231,NM,Sky City Travel Center
Seama NM 87007                                     ,35.0393867,-107.5244966,35031,Pueblo of Acoma                                                                       ,,45,     2007 ,                 ,               ,0.708,          ,231,NM,Sky City Travel Center
Seama NM 87007                                     ,35.0393867,-107.5244966,35043,Pueblo of Acoma                                                                       ,,45,     2007 ,                 ,               ,0.708,          ,231,NM,Sky City Travel Center
11000 Broadway Blvd SE Albuquerque NM 87105        ,35.043445,-106.647561,35057,Pueblo of Isleta                                                                      ,750.0,1800,     1986 ,          100000 ,          2017 ,26.265,  40000000,232,NM,Isleta Resort & Casino
11000 Broadway Blvd SE Albuquerque NM 87105        ,35.043445,-106.647561,35061,Pueblo of Isleta                                                                      ,750.0,1800,     1986 ,          100000 ,          2017 ,26.265,  40000000,232,NM,Isleta Resort & Casino
11000 Broadway Blvd SE Albuquerque NM 87105        ,35.043445,-106.647561,35001,Pueblo of Isleta                                                                      ,750.0,1800,     1986 ,          100000 ,          2017 ,26.265,  40000000,232,NM,Isleta Resort & Casino
11000 Broadway Blvd SE Albuquerque NM 87105        ,35.043445,-106.647561,35006,Pueblo of Isleta                                                                      ,750.0,1800,     1986 ,          100000 ,          2017 ,26.265,  40000000,232,NM,Isleta Resort & Casino
11000 Broadway Blvd SE Albuquerque NM 87105        ,35.043445,-106.647561,35049,Pueblo of Isleta                                                                      ,750.0,1800,     1986 ,          100000 ,          2017 ,26.265,  40000000,232,NM,Isleta Resort & Casino
11000 Broadway Blvd SE Albuquerque NM 87105        ,35.043445,-106.647561,35043,Pueblo of Isleta                                                                      ,750.0,1800,     1986 ,          100000 ,          2017 ,26.265,  40000000,232,NM,Isleta Resort & Casino
to'hajiilee new mexico                             ,35.0620777,-107.1023559,35061,Pueblo of Laguna                                                                      ,,1300,     2003 ,          158000 ,          2023 ,0.5,          ,233,NM,Rt. 66 Casino Hotel
to'hajiilee new mexico                             ,35.0620777,-107.1023559,35001,Pueblo of Laguna                                                                      ,,1300,     2003 ,          158000 ,          2023 ,0.5,          ,233,NM,Rt. 66 Casino Hotel
to'hajiilee new mexico                             ,35.0620777,-107.1023559,35006,Pueblo of Laguna                                                                      ,,1300,     2003 ,          158000 ,          2023 ,0.5,          ,233,NM,Rt. 66 Casino Hotel
to'hajiilee new mexico                             ,35.0620777,-107.1023559,35031,Pueblo of Laguna                                                                      ,,1300,     2003 ,          158000 ,          2023 ,0.5,          ,233,NM,Rt. 66 Casino Hotel
