Address                                            ,latitude           ,longitude           ,casino_control_counties,Tribe Name                                                                            ,TribeDividend,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23   ,Cost,ID,State,Casino_Name
Oglala SD 57770                                    ,43.188594,-102.739621,56045,Oglala Sioux Tribe                                                                    ,,382,1994,           30000 ,               ,3.9,          ,413,SD,Prairie Wind Casino
Oglala SD 57770                                    ,43.188594,-102.739621,31069,Oglala Sioux Tribe                                                                    ,,382,1994,           30000 ,               ,3.9,          ,413,SD,Prairie Wind Casino
Oglala SD 57770                                    ,43.188594,-102.739621,46019,Oglala Sioux Tribe                                                                    ,,382,1994,           30000 ,               ,3.9,          ,413,SD,Prairie Wind Casino
Oglala SD 57770                                    ,43.188594,-102.739621,46007,Oglala Sioux Tribe                                                                    ,,382,1994,           30000 ,               ,3.9,          ,413,SD,Prairie Wind Casino
Mission SD 57555                                   ,43.305837,-100.658194,46053,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46015,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46085,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46065,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46119,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46102,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31103,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31017,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31171,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46023,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31009,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46069,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46017,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31015,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31075,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46071,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,31149,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
Mission SD 57555                                   ,43.305837,-100.658194,46103,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,,35,1995,                 ,               ,1.0,          ,414,SD,Prairie Hills Class II Casino and Golf Course
