FIPS Code,Year,hs_degree_or_more,no_hs_degree
17039,2000,9483.0,1871.0
17039,2010,10641.0,995.0
17039,2017,10434.0,646.0
17041,1970,5965.0,4752.0
17041,1980,7833.0,3971.0
17041,1990,9291.0,3259.0
17041,2000,10249.0,2674.0
17041,2010,11149.0,2061.0
17041,2017,11235.0,2020.0
17043,1970,182796.0,70930.0
17043,1980,319721.0,64804.0
17043,1990,444940.0,57381.0
17043,2000,530429.0,58691.0
17043,2010,564253.0,49434.0
17043,2017,601037.0,41844.0
17045,1970,6672.0,6316.0
17045,1980,8386.0,5170.0
17045,1990,9618.0,3464.0
17045,2000,10897.0,2498.0
17045,2010,11391.0,1656.0
17045,2017,10890.0,1493.0
17047,1970,1952.0,2514.0
17047,1980,2914.0,2032.0
17047,1990,3497.0,1522.0
17047,2000,3963.0,852.0
17047,2010,4136.0,545.0
17047,2017,3951.0,387.0
17049,1970,6146.0,7267.0
17049,1980,10909.0,6585.0
17049,1990,14599.0,4878.0
17049,2000,18048.0,3587.0
17049,2010,20717.0,2186.0
17049,2017,22194.0,1540.0
17051,1970,4725.0,7724.0
17051,1980,7201.0,6380.0
17051,1990,9558.0,4336.0
17051,2000,10544.0,4067.0
17051,2010,12551.0,2268.0
17051,2017,13170.0,2037.0
17053,1970,5711.0,3756.0
17053,1980,6571.0,2915.0
17053,1990,7402.0,2190.0
17053,2000,8223.0,1334.0
17053,2010,8579.0,1171.0
17053,2017,8565.0,772.0
17055,1970,8869.0,15790.0
17055,1980,14285.0,13106.0
17055,1990,18142.0,9072.0
17055,2000,20681.0,6284.0
17055,2010,23776.0,3627.0
17055,2017,24008.0,2684.0
17057,1970,12302.0,12494.0
17057,1980,16648.0,9997.0
17057,1990,18899.0,6693.0
17057,2000,20781.0,5748.0
17057,2010,22292.0,3906.0
17057,2017,22004.0,2464.0
17059,1970,1334.0,3025.0
17059,1980,2152.0,2547.0
17059,1990,2734.0,1946.0
17059,2000,3298.0,1183.0
17059,2010,3170.0,848.0
17059,2017,3207.0,469.0
17061,1970,4609.0,5452.0
17061,1980,5781.0,4399.0
17061,1990,6926.0,3105.0
17061,2000,7640.0,2048.0
17061,2010,8259.0,1323.0
17061,2017,7683.0,817.0
17063,1970,7960.0,6483.0
17063,1980,11784.0,5874.0
17063,1990,16220.0,4321.0
17063,2000,21103.0,3194.0
17063,2010,29553.0,2887.0
17063,2017,32944.0,2109.0
17065,1970,1724.0,3856.0
17065,1980,2799.0,3155.0
17065,1990,3515.0,2344.0
17065,2000,4358.0,1508.0
17065,2010,4918.0,998.0
17065,2017,4919.0,779.0
17067,1970,7723.0,5902.0
17067,1980,9915.0,4661.0
17067,1990,11105.0,3217.0
17067,2000,11757.0,1967.0
17067,2010,12369.0,1214.0
17067,2017,11961.0,705.0
17069,1970,944.0,2102.0
17069,1980,1446.0,1995.0
17069,1990,2086.0,1406.0
17069,2000,2345.0,1097.0
17069,2010,2596.0,582.0
17069,2017,2607.0,379.0
17071,1970,2535.0,2294.0
17071,1980,3357.0,2052.0
17071,1990,4010.0,1457.0
17071,2000,4683.0,997.0
17071,2010,4698.0,667.0
17071,2017,4438.0,334.0
17073,1970,15583.0,14636.0
17073,1980,23167.0,10981.0
17073,1990,25801.0,7622.0
17073,2000,28877.0,5306.0
17073,2010,30582.0,3958.0
17073,2017,32187.0,2627.0
17075,1970,9728.0,9511.0
17075,1980,12793.0,7346.0
17075,1990,15112.0,5466.0
17075,2000,16958.0,4153.0
17075,2010,18100.0,2528.0
17075,2017,16993.0,2159.0
17077,1970,13507.0,10467.0
17077,1980,20714.0,9015.0
17077,1990,25341.0,6831.0
17077,2000,27838.0,4821.0
17077,2010,31016.0,3236.0
17077,2017,29431.0,2614.0
17079,1970,2363.0,3867.0
17079,1980,3634.0,3033.0
17079,1990,4764.0,2071.0
17079,2000,5432.0,1147.0
17079,2010,6207.0,598.0
17079,2017,6054.0,434.0
17081,1970,7650.0,11025.0
17081,1980,12614.0,9774.0
17081,1990,16793.0,7230.0
17081,2000,20659.0,6182.0
17081,2010,23454.0,3533.0
17081,2017,23452.0,2429.0
17083,1970,4143.0,5703.0
17083,1980,6866.0,4721.0
17083,1990,9239.0,3608.0
17083,2000,11534.0,2448.0
17083,2010,13695.0,1837.0
17083,2017,14045.0,1001.0
17085,1970,5910.0,6054.0
17085,1980,8928.0,4861.0
17085,1990,10676.0,3733.0
17085,2000,13069.0,2556.0
17085,2010,15052.0,1513.0
17085,2017,15480.0,1069.0
17087,1970,1880.0,2775.0
17087,1980,3242.0,2860.0
17087,1990,5242.0,2680.0
17087,2000,6078.0,2979.0
17087,2010,7483.0,1677.0
17087,2017,8059.0,1463.0
17089,1970,74427.0,57262.0
17089,1980,110136.0,45904.0
17089,1990,149071.0,42736.0
17089,2000,196798.0,48688.0
17089,2010,268307.0,54701.0
17089,2017,295788.0,46157.0
17091,1970,26163.0,27161.0
17091,1980,35314.0,22567.0
17091,1990,43721.0,16100.0
17091,2000,52545.0,13299.0
17091,2010,62402.0,10505.0
17091,2017,64689.0,7245.0
17093,1970,8873.0,4766.0
17093,1980,15752.0,4730.0
17093,1990,20229.0,3946.0
17093,2000,30882.0,3480.0
17093,2010,65451.0,5258.0
17093,2017,79299.0,5610.0
17095,1970,20093.0,15332.0
17095,1980,25616.0,11859.0
17095,1990,28883.0,8840.0
17095,2000,31137.0,6912.0
17095,2010,31537.0,5163.0
17095,2017,30938.0,3916.0
17097,1970,118012.0,68913.0
17097,1980,190264.0,55019.0
17097,1990,269834.0,48641.0
17097,2000,344806.0,53459.0
17097,2010,396196.0,50641.0
17097,2017,426934.0,43269.0
17099,1970,31567.0,31571.0
17099,1980,42108.0,25698.0
17099,1990,51450.0,18907.0
17099,2000,60559.0,13872.0
17099,2010,68719.0,9190.0
17099,2017,70588.0,6911.0
17101,1970,5193.0,5420.0
17101,1980,6938.0,4263.0
17101,1990,7581.0,3369.0
17101,2000,8737.0,2015.0
17101,2010,10717.0,3084.0
17101,2017,9428.0,1644.0
17103,1970,11013.0,9904.0
17103,1980,14632.0,6950.0
17103,1990,17286.0,5375.0
17103,2000,19682.0,4858.0
17103,2010,21441.0,3437.0
17103,2017,22557.0,2498.0
17105,1970,11731.0,10527.0
17105,1980,15600.0,9038.0
17105,1990,19340.0,6744.0
17105,2000,20690.0,5806.0
17105,2010,22840.0,4064.0
17105,2017,22811.0,2390.0
17107,1970,9840.0,9364.0
17107,1980,12861.0,6500.0
17107,1990,15426.0,4898.0
17107,2000,16655.0,4059.0
17107,2010,17919.0,3180.0
17107,2017,18085.0,1676.0
17109,1970,10200.0,6352.0
17109,1980,13700.0,4723.0
17109,1990,15084.0,3700.0
17109,2000,15601.0,2343.0
17109,2010,16348.0,1544.0
17109,2017,15783.0,933.0
17111,1970,33772.0,25739.0
17111,1980,63714.0,21371.0
17111,1990,96948.0,17773.0
17111,2000,146130.0,17650.0
17111,2010,185123.0,15626.0
17111,2017,200317.0,13030.0
17113,1970,31444.0,20197.0
17113,1980,47136.0,14879.0
17113,1990,61774.0,11183.0
17113,2000,79125.0,8095.0
17113,2010,95613.0,5903.0
17113,2017,101095.0,4344.0
17115,1970,36407.0,32222.0
17115,1980,52667.0,24259.0
17115,1990,58147.0,18150.0
17115,2000,62543.0,12652.0
17115,2010,65709.0,9361.0
17115,2017,65867.0,5436.0
17117,1970,11590.0,14668.0
17117,1980,18198.0,11982.0
17117,1990,22732.0,8485.0
17117,2000,26994.0,5884.0
17117,2010,29266.0,3747.0
17117,2017,29159.0,2893.0
17119,1970,64153.0,72372.0
17119,1980,92222.0,54604.0
17119,1990,122453.0,39064.0
17119,2000,143600.0,26832.0
17119,2010,163314.0,16951.0
17119,2017,172376.0,12298.0
17121,1970,9985.0,13125.0
17121,1980,14851.0,11472.0
17121,1990,18988.0,8089.0
17121,2000,21925.0,5785.0
17121,2010,23053.0,3826.0
17121,2017,23382.0,2606.0
17123,1970,4261.0,3422.0
17123,1980,5906.0,2819.0
17123,1990,6689.0,1911.0
17123,2000,7761.0,1374.0
17123,2010,8172.0,812.0
17123,2017,7854.0,681.0
17125,1970,4592.0,5068.0
17125,1980,6970.0,4587.0
17125,1990,7787.0,2942.0
17125,2000,8698.0,2192.0
17125,2010,8839.0,1572.0
17125,2017,8636.0,820.0
17127,1970,3248.0,5168.0
17127,1980,5031.0,4436.0
17127,1990,6575.0,3493.0
17127,2000,8006.0,2465.0
17127,2010,9133.0,1625.0
17127,2017,8867.0,1248.0
17129,1970,2854.0,2877.0
17129,1980,4789.0,2357.0
17129,1990,5713.0,1677.0
17129,2000,7330.0,968.0
17129,2010,8130.0,731.0
17129,2017,8231.0,432.0
17131,1970,5446.0,4380.0
17131,1980,7678.0,3705.0
17131,1990,8785.0,2572.0
17131,2000,9789.0,1740.0
17131,2010,10302.0,1258.0
17131,2017,10381.0,850.0
17133,1970,4390.0,6091.0
17133,1980,7137.0,4803.0
17133,1990,11086.0,3527.0
17133,2000,15945.0,2332.0
17133,2010,20992.0,1597.0
17133,2017,23678.0,1068.0
17135,1970,8357.0,9570.0
17135,1980,11342.0,8215.0
17135,1990,14717.0,5669.0
17135,2000,16084.0,4790.0
17135,2010,18031.0,3207.0
17135,2017,18472.0,2116.0
17137,1970,11334.0,9259.0
17137,1980,15009.0,7223.0
17137,1990,17917.0,5688.0
17137,2000,19394.0,4882.0
17137,2010,21440.0,2908.0
17137,2017,20810.0,2407.0
17139,1970,3563.0,4269.0
17139,1980,5309.0,3672.0
17139,1990,6524.0,2758.0
17139,2000,7500.0,2015.0
17139,2010,8417.0,1646.0
17139,2017,8431.0,1328.0
17141,1970,13075.0,10255.0
17141,1980,18032.0,8975.0
17141,1990,22951.0,6624.0
17141,2000,27672.0,5645.0
17141,2010,31789.0,4163.0
17141,2017,32841.0,3134.0
17143,1970,57476.0,49597.0
17143,1980,80502.0,35708.0
17143,1990,90373.0,25590.0
17143,2000,99342.0,19156.0
17143,2010,109742.0,12656.0
17143,2017,113140.0,8704.0
17145,1970,4529.0,7351.0
17145,1980,7298.0,5978.0
17145,1990,9444.0,4477.0
17145,2000,11378.0,4349.0
17145,2010,12950.0,2438.0
17145,2017,12829.0,2354.0
17147,1970,5139.0,3759.0
17147,1980,6997.0,2994.0
17147,1990,8675.0,1783.0
17147,2000,9858.0,1260.0
17147,2010,10793.0,851.0
17147,2017,11112.0,728.0
17149,1970,5717.0,5947.0
17149,1980,7363.0,4658.0
17149,1990,8257.0,3563.0
17149,2000,9447.0,2417.0
17149,2010,9626.0,1688.0
17149,2017,9421.0,927.0
17151,1970,690.0,1624.0
17151,1980,1288.0,1352.0
17151,1990,1838.0,983.0
17151,2000,2265.0,724.0
17151,2010,2798.0,390.0
17151,2017,2558.0,343.0
17153,1970,1595.0,3420.0
17153,1980,2477.0,2800.0
17153,1990,2879.0,1937.0
17153,2000,3327.0,1377.0
17153,2010,3273.0,869.0
17153,2017,3195.0,432.0
17155,1970,1494.0,1376.0
17155,1980,2339.0,1215.0
17155,1990,2868.0,915.0
17155,2000,3468.0,668.0
17155,2010,3710.0,547.0
17155,2017,3871.0,263.0
17157,1970,6991.0,11827.0
17157,1980,11962.0,9627.0
17157,1990,14673.0,8174.0
17157,2000,16506.0,6635.0
17157,2010,19471.0,4565.0
17157,2017,18875.0,3063.0
17159,1970,4702.0,5056.0
17159,1980,6426.0,4270.0
17159,1990,8023.0,2894.0
17159,2000,9029.0,1798.0
17159,2010,10152.0,1188.0
17159,2017,10063.0,867.0
17161,1970,50196.0,41149.0
17161,1980,67447.0,29319.0
17161,1990,74833.0,21882.0
17161,2000,81627.0,17238.0
17161,2010,87795.0,12964.0
17161,2017,88505.0,10283.0
17163,1970,63206.0,85192.0
17163,1980,87999.0,60955.0
17163,1990,117990.0,44560.0
17163,2000,131611.0,31104.0
17163,2010,156800.0,19230.0
17163,2017,161632.0,13615.0
17165,1970,6106.0,10357.0
17165,1980,9323.0,9060.0
17165,1990,11393.0,6627.0
17165,2000,13790.0,4321.0
17165,2010,14343.0,2749.0
17165,2017,15184.0,2035.0
17167,1970,51795.0,39711.0
17167,1980,77246.0,29465.0
17167,1990,96233.0,21453.0
17167,2000,111520.0,15100.0
17167,2010,123401.0,10930.0
17167,2017,127482.0,9301.0
17169,1970,2489.0,2503.0
17169,1980,3216.0,2082.0
17169,1990,3533.0,1557.0
17169,2000,4199.0,823.0
17169,2010,4785.0,564.0
17169,2017,4832.0,439.0
17171,1970,1485.0,2170.0
17171,1980,2282.0,1503.0
17171,1990,2747.0,985.0
17171,2000,3088.0,630.0
17171,2010,3257.0,413.0
17171,2017,3211.0,251.0
17173,1970,5952.0,7177.0
17173,1980,8792.0,5690.0
17173,1990,10723.0,4022.0
17173,2000,12804.0,2644.0
17173,2010,13985.0,1751.0
17173,2017,14155.0,922.0
17175,1970,2511.0,1821.0
17175,1980,3069.0,1396.0
17175,1990,3386.0,1010.0
17175,2000,3598.0,714.0
17175,2010,3714.0,479.0
17175,2017,3499.0,349.0
17177,1970,14715.0,12512.0
17177,1980,20026.0,9638.0
17177,1990,24200.0,7355.0
17177,2000,27632.0,5219.0
17177,2010,29548.0,3537.0
17177,2017,29041.0,2589.0
17179,1970,33639.0,29422.0
17179,1980,52312.0,23809.0
17179,1990,63119.0,17191.0
17179,2000,73653.0,13013.0
17179,2010,85207.0,8172.0
17179,2017,86393.0,5839.0
17181,1970,3946.0,6389.0
17181,1980,6037.0,6029.0
17181,1990,7766.0,4326.0
17181,2000,9495.0,3200.0
17181,2010,10233.0,2175.0
17181,2017,10893.0,1487.0
17183,1970,26396.0,29016.0
17183,1980,35488.0,21442.0
17183,1990,42259.0,15828.0
17183,2000,43921.0,11857.0
17183,2010,46558.0,7735.0
17183,2017,45856.0,4782.0
17185,1970,3809.0,3802.0
17185,1980,5104.0,3102.0
17185,1990,6379.0,2141.0
17185,2000,7091.0,1536.0
17185,2010,7333.0,950.0
17185,2017,7488.0,560.0
17187,1970,6728.0,5179.0
17187,1980,8397.0,4470.0
17187,1990,9325.0,2895.0
17187,2000,9978.0,2153.0
17187,2010,9999.0,1574.0
17187,2017,9569.0,1367.0
17189,1970,2704.0,5960.0
17189,1980,4828.0,4855.0
17189,1990,6511.0,3395.0
17189,2000,8044.0,2124.0
17189,2010,9150.0,1174.0
17189,2017,9167.0,740.0
17191,1970,3567.0,6924.0
17191,1980,5677.0,5689.0
17191,1990,7323.0,4290.0
17191,2000,8813.0,2910.0
17191,2010,10003.0,1704.0
17191,2017,10105.0,1213.0
17193,1970,4223.0,6577.0
17193,1980,6511.0,5175.0
17193,1990,7583.0,3868.0
17193,2000,8105.0,2758.0
17193,2010,8931.0,1582.0
17193,2017,8834.0,1151.0
17195,1970,16378.0,16859.0
17195,1980,23571.0,14261.0
17195,1990,28597.0,10423.0
17195,2000,32390.0,8195.0
17195,2010,34803.0,5448.0
17195,2017,35419.0,3601.0
17197,1970,66675.0,61805.0
17197,1980,124296.0,52832.0
17197,1990,173587.0,42236.0
17197,2000,270085.0,40833.0
17197,2010,385545.0,41147.0
17197,2017,424931.0,38972.0
17199,1970,13201.0,16306.0
17199,1980,20795.0,14754.0
17199,1990,27803.0,10930.0
17199,2000,33476.0,8497.0
17199,2010,40612.0,5331.0
17199,2017,44486.0,3481.0
17201,1970,67527.0,61967.0
17201,1980,98408.0,47315.0
17201,1990,124399.0,38648.0
17201,2000,148039.0,33764.0
17201,2010,167856.0,28250.0
17201,2017,171525.0,22202.0
17203,1970,8370.0,6767.0
17203,1980,13325.0,5593.0
17203,1990,16378.0,4091.0
17203,2000,20156.0,2789.0
17203,2010,23689.0,1785.0
17203,2017,24342.0,1492.0
18000,1970,1454177.0,1292237.0
18000,1980,2081486.0,1054286.0
18000,1990,2639456.0,850014.0
18000,2000,3197738.0,695540.0
18000,2010,3679208.0,549930.0
18000,2017,4078837.0,453254.0
18001,1970,7175.0,6684.0
18001,1980,10670.0,5399.0
18001,1990,13480.0,4639.0
18001,2000,16126.0,4032.0
18001,2010,17613.0,3222.0
18001,2017,18624.0,2857.0
18003,1970,85552.0,58479.0
18003,1980,121905.0,44484.0
18003,1990,152455.0,35401.0
18003,2000,178884.0,29885.0
18003,2010,201857.0,24881.0
18003,2017,226906.0,24900.0
18005,1970,16503.0,12889.0
18005,1980,25719.0,11827.0
18005,1990,31698.0,9520.0
18005,2000,39469.0,7640.0
18005,2010,46147.0,5620.0
18005,2017,51484.0,4585.0
18007,1970,3656.0,2420.0
18007,1980,4246.0,1810.0
18007,1990,4666.0,1387.0
18007,2000,5312.0,846.0
18007,2010,5298.0,634.0
18007,2017,5205.0,672.0
18009,1970,4469.0,4198.0
18009,1980,5833.0,3404.0
18009,1990,6758.0,2501.0
18009,2000,7761.0,1789.0
18009,2010,7626.0,1230.0
18009,2017,7660.0,814.0
18011,1970,10177.0,7141.0
18011,1980,16107.0,5517.0
18011,1990,20547.0,4368.0
18011,2000,26519.0,3529.0
18011,2010,34710.0,2435.0
18011,2017,45081.0,2375.0
18013,1970,2290.0,2585.0
18013,1980,4970.0,2492.0
18013,1990,7269.0,2241.0
18013,2000,8806.0,1724.0
18013,2010,9808.0,1296.0
18013,2017,11070.0,848.0
18015,1970,5994.0,4056.0
18015,1980,8007.0,3756.0
18015,1990,9324.0,2917.0
18015,2000,11061.0,2238.0
18015,2010,12014.0,1681.0
18015,2017,12892.0,1382.0
18017,1970,13230.0,10309.0
18017,1980,17035.0,7352.0
18017,1990,19066.0,6057.0
18017,2000,21877.0,4870.0
18017,2010,21412.0,4407.0
18017,2017,22328.0,3719.0
18019,1970,18320.0,21010.0
18019,1980,32315.0,18465.0
18019,1990,41450.0,15520.0
18019,2000,51415.0,12974.0
18019,2010,64573.0,10468.0
18019,2017,76705.0,8029.0
18021,1970,7020.0,7172.0
18021,1980,9858.0,5272.0
18021,1990,12291.0,3906.0
18021,2000,14235.0,3069.0
18021,2010,15859.0,2332.0
18021,2017,16760.0,1567.0
18023,1970,9170.0,8192.0
18023,1980,12336.0,6562.0
18023,1990,15137.0,4738.0
18023,2000,17412.0,4332.0
18023,2010,18046.0,3397.0
18023,2017,18603.0,2788.0
18025,1970,1532.0,3059.0
18025,1980,2771.0,2870.0
18025,1990,3751.0,2546.0
18025,2000,5006.0,2082.0
18025,2010,5937.0,1380.0
18025,2017,6430.0,1077.0
18027,1970,7219.0,7519.0
18027,1980,9549.0,6869.0
18027,1990,11434.0,5833.0
18027,2000,13394.0,5261.0
18027,2010,15045.0,4707.0
18027,2017,16028.0,4775.0
18029,1970,7265.0,8761.0
18029,1980,11918.0,7710.0
18029,1990,17881.0,6454.0
18029,2000,24372.0,5340.0
18029,2010,29860.0,3828.0
18029,2017,32265.0,3144.0
18031,1970,5848.0,6320.0
18031,1980,8263.0,5148.0
18031,1990,10579.0,4046.0
18031,2000,12609.0,3339.0
18031,2010,14850.0,2436.0
18031,2017,16324.0,1584.0
18033,1970,8948.0,7518.0
18033,1980,12933.0,6016.0
18033,1990,16906.0,4895.0
18033,2000,21596.0,3904.0
18033,2010,24666.0,3092.0
18033,2017,26807.0,2537.0
18035,1970,33343.0,30748.0
18035,1980,46422.0,23503.0
18035,1990,52580.0,18029.0
18035,2000,59114.0,13330.0
18035,2010,60959.0,9960.0
18035,2017,63453.0,6531.0
18037,1970,6303.0,9175.0
18037,1980,11056.0,7906.0
18037,1990,16556.0,6365.0
18037,2000,20628.0,5105.0
18037,2010,24476.0,3934.0
18037,2017,26488.0,2981.0
18039,1970,35280.0,31001.0
18039,1980,51497.0,26994.0
18039,1990,69896.0,26107.0
18039,2000,85517.0,27391.0
18039,2010,99521.0,24410.0
18039,2017,107678.0,23360.0
18041,1970,6439.0,7733.0
18041,1980,9243.0,7049.0
18041,1990,10701.0,6043.0
18041,2000,12628.0,4497.0
18041,2010,12944.0,3690.0
18041,2017,13912.0,2414.0
18043,1970,13062.0,17365.0
18043,1980,22487.0,13438.0
18043,1990,30387.0,11112.0
18043,2000,38399.0,8210.0
18043,2010,44091.0,6042.0
18043,2017,51227.0,4229.0
18045,1970,5375.0,4968.0
18045,1980,7219.0,4200.0
18045,1990,8537.0,3163.0
18045,2000,9609.0,2305.0
18045,2010,10007.0,1852.0
18045,2017,10315.0,1291.0
18047,1970,3093.0,5684.0
18047,1980,5746.0,4977.0
18047,1990,7851.0,4178.0
18047,2000,10825.0,3393.0
18047,2010,13284.0,2216.0
18047,2017,14158.0,1655.0
18049,1970,5747.0,4119.0
18049,1980,8030.0,3685.0
18049,1990,9343.0,3062.0
18049,2000,10922.0,2691.0
18049,2010,12000.0,2141.0
18049,2017,12202.0,1772.0
18051,1970,8734.0,8746.0
18051,1980,12324.0,7534.0
18051,1990,15252.0,5697.0
18051,2000,17542.0,4152.0
18051,2010,20251.0,2318.0
18051,2017,20313.0,2104.0
18053,1970,22329.0,21722.0
18053,1980,28949.0,17250.0
18053,1990,34114.0,13427.0
18053,2000,37537.0,9871.0
18053,2010,38489.0,7011.0
18053,2017,39052.0,5033.0
18055,1970,7514.0,8666.0
18055,1980,11149.0,7833.0
18055,1990,14406.0,5718.0
18055,2000,17728.0,4668.0
18055,2010,19110.0,3619.0
18055,2017,19373.0,2575.0
18057,1970,18163.0,10886.0
18057,1980,38263.0,9188.0
18057,1990,61313.0,7814.0
18057,2000,109692.0,6765.0
18057,2010,171021.0,6103.0
18057,2017,223775.0,6542.0
18059,1970,10664.0,7719.0
18059,1980,18338.0,6615.0
18059,1990,23251.0,5773.0
18059,2000,32540.0,4533.0
18059,2010,42925.0,3704.0
18059,2017,51808.0,3705.0
18061,1970,5042.0,6077.0
18061,1980,9637.0,5793.0
18061,1990,13392.0,5437.0
18061,2000,18028.0,4429.0
18061,2010,23330.0,3525.0
18061,2017,25301.0,2743.0
18063,1970,17976.0,10016.0
18063,1980,30348.0,9360.0
18063,1990,40391.0,7656.0
18063,2000,59903.0,7780.0
18063,2010,89569.0,5951.0
18063,2017,110332.0,7699.0
18065,1970,13246.0,15659.0
18065,1980,19090.0,12294.0
18065,1990,22832.0,9157.0
18065,2000,26439.0,6759.0
18065,2010,29513.0,5261.0
18065,2017,31837.0,3099.0
18067,1970,24642.0,18713.0
18067,1980,34000.0,15659.0
18067,1990,40829.0,11213.0
18067,2000,46844.0,9378.0
18067,2010,50068.0,6628.0
18067,2017,52657.0,5022.0
18069,1970,11317.0,7988.0
18069,1980,14607.0,5900.0
18069,1990,17430.0,4758.0
18069,2000,20728.0,3658.0
18069,2010,21726.0,2914.0
18069,2017,23490.0,1885.0
18071,1970,8655.0,9471.0
18071,1980,12703.0,8541.0
18071,1990,16743.0,7408.0
18071,2000,21657.0,5474.0
18071,2010,24386.0,4276.0
18071,2017,28366.0,3140.0
18073,1970,5114.0,4893.0
18073,1980,8925.0,4953.0
18073,1990,11316.0,3668.0
18073,2000,15448.0,3303.0
18073,2010,19082.0,2650.0
18073,2017,21157.0,1615.0
18075,1970,6245.0,6948.0
18075,1980,8174.0,5444.0
18075,1990,9535.0,4308.0
18075,2000,11216.0,3064.0
18075,2010,11855.0,2082.0
18075,2017,11891.0,1699.0
18077,1970,7086.0,7462.0
18077,1980,10793.0,6520.0
18077,1990,13267.0,5609.0
18077,2000,16698.0,3907.0
18077,2010,18182.0,3625.0
18077,2017,20333.0,2811.0
18079,1970,4480.0,5689.0
18079,1980,7428.0,5344.0
18079,1990,9575.0,5367.0
18079,2000,13487.0,4222.0
18079,2010,15839.0,2755.0
18079,2017,16894.0,2128.0
18081,1970,16983.0,13225.0
18081,1980,30646.0,12611.0
18081,1990,44334.0,10803.0
18081,2000,63391.0,10575.0
18081,2010,83161.0,8337.0
18081,2017,100161.0,8056.0
18083,1970,12025.0,11311.0
18083,1980,15465.0,9295.0
18083,1990,18432.0,6308.0
18083,2000,20311.0,4554.0
18083,2010,21425.0,3537.0
18083,2017,21523.0,2643.0
18085,1970,15268.0,10872.0
18085,1980,23327.0,10755.0
18085,1990,31239.0,9082.0
18085,2000,38439.0,8664.0
18085,2010,43107.0,7430.0
18085,2017,47442.0,6580.0
18087,1970,4377.0,5732.0
18087,1980,6928.0,6233.0
18087,1990,9121.0,6979.0
18087,2000,11749.0,7770.0
18087,2010,13090.0,7926.0
18087,2017,14261.0,9279.0
18089,1970,135591.0,144211.0
18089,1980,183959.0,106435.0
18089,1990,219371.0,79181.0
18089,2000,250349.0,59871.0
18089,2010,281773.0,43391.0
18089,2017,305333.0,33124.0
18091,1970,28085.0,29499.0
18091,1980,40462.0,23078.0
18091,1990,51811.0,18291.0
18091,2000,59409.0,14314.0
18091,2010,66164.0,10403.0
18091,2017,70922.0,7984.0
18093,1970,9397.0,12138.0
18093,1980,14764.0,10791.0
18093,1990,19522.0,8483.0
18093,2000,24118.0,7057.0
18093,2010,26567.0,5433.0
18093,2017,28502.0,3475.0
18095,1970,37915.0,35896.0
18095,1980,52384.0,28805.0
18095,1990,62349.0,22537.0
18095,2000,71677.0,17781.0
18095,2010,77583.0,11573.0
18095,2017,82032.0,9203.0
18097,1970,232250.0,187324.0
18097,1980,299616.0,144440.0
18097,1990,392709.0,118600.0
18097,2000,451863.0,101596.0
18097,2010,493260.0,90990.0
18097,2017,558017.0,80876.0
18099,1970,10659.0,8521.0
18099,1980,15287.0,7479.0
18099,1990,19610.0,6901.0
18099,2000,22782.0,5773.0
18099,2010,25883.0,4847.0
18099,2017,26546.0,4403.0
18101,1970,2358.0,3301.0
18101,1980,3659.0,2615.0
18101,1990,4267.0,2358.0
18101,2000,5244.0,1822.0
18101,2010,5819.0,1260.0
18101,2017,6101.0,770.0
18103,1970,11279.0,8804.0
18103,1980,15375.0,6530.0
18103,1990,17203.0,5306.0
18103,2000,19433.0,4308.0
18103,2010,20948.0,4312.0
18103,2017,21868.0,3328.0
18105,1970,23932.0,12439.0
18105,1980,35888.0,12136.0
18105,1990,47101.0,10267.0
18105,2000,57952.0,7537.0
18105,2010,69415.0,6208.0
18105,2017,78087.0,4406.0
18107,1970,11632.0,7090.0
18107,1980,15041.0,5938.0
18107,1990,17750.0,4424.0
18107,2000,20997.0,3504.0
18107,2010,22004.0,3379.0
18107,2017,23090.0,2810.0
18109,1970,11206.0,11186.0
18109,1980,18970.0,10247.0
18109,1990,25818.0,9271.0
18109,2000,35001.0,8396.0
18109,2010,40628.0,5936.0
18109,2017,44817.0,5248.0
18111,1970,3464.0,2953.0
18111,1980,5446.0,2963.0
18111,1990,6206.0,2361.0
18111,2000,7536.0,2040.0
18111,2010,8544.0,1297.0
18111,2017,8601.0,1285.0
18113,1970,8871.0,7813.0
18113,1980,12716.0,7333.0
18113,1990,16688.0,6463.0
18113,2000,22086.0,6468.0
18113,2010,25382.0,5378.0
18113,2017,26529.0,5366.0
18115,1970,1064.0,1340.0
18115,1980,1640.0,1385.0
18115,1990,2341.0,1116.0
18115,2000,2963.0,817.0
18115,2010,3738.0,628.0
18115,2017,4071.0,321.0
18117,1970,4069.0,5497.0
18117,1980,6054.0,5112.0
18117,1990,7728.0,4174.0
18117,2000,9464.0,3354.0
18117,2010,10600.0,2730.0
18117,2017,11718.0,2019.0
18119,1970,3033.0,3957.0
18119,1980,5440.0,4048.0
18119,1990,7390.0,3761.0
18119,2000,10767.0,3617.0
18119,2010,12171.0,2715.0
18119,2017,13344.0,2108.0
18121,1970,4636.0,3933.0
18121,1980,6714.0,3275.0
18121,1990,7840.0,2377.0
18121,2000,9577.0,2314.0
18121,2010,9933.0,2186.0
18121,2017,9782.0,1687.0
18123,1970,3901.0,6205.0
18123,1980,5842.0,5389.0
18123,1990,8020.0,4251.0
18123,2000,9519.0,3215.0
18123,2010,11198.0,2459.0
18123,2017,12464.0,1203.0
18125,1970,3132.0,4314.0
18125,1980,4712.0,3606.0
18125,1990,5492.0,2895.0
