Address                                            ,latitude           ,longitude           ,casino_control_counties,Tribe Name                                                                            ,TribeDividend,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23   ,Cost,ID,State,Casino_Name
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40115,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40029,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40081,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,20099,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,29119,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40107,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40079,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40091,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40117,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,40041,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,20133,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,5033,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
777 W Cherokee St Catoosa OK 74015                 ,36.16536205,-95.76543831451112,20049,Cherokee Nation                                                                       ,0.0,2600,2009,          147000 ,          2019 ,108.8470397,  52000000,273,OK,Hard Rock Hotel & Casino
